;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
easily;0.00015834371;7.231926e-06;0.00048084575;0.00016030355;0.0004201129;1.2214241e-05;0.00013824312;4.5707107e-05;1.266431e-05;0.0007116678;8.3096274e-05;0.0002649945;0.00013424961;0.00014613471;0.00045516182;0.00013856303;0.00025992014;0.000309381
honesty;1.8255081e-06;1.9668867e-06;5.0065388e-05;1.7552227e-06;6.8257214e-06;4.487884e-06;5.370342e-06;4.2417098e-05;1.328384e-06;1.5368418e-05;2.4021703e-05;1.497291e-06;4.2764873e-06;5.6318327e-06;1.2102462e-06;3.8488884e-06;2.542863e-06;1.5842737e-06
nurse;3.124132e-06;1.1033034e-06;2.1904586e-06;0.0002275155;7.917451e-06;9.091633e-05;1.9232805e-06;1.3757499e-06;1.7388029e-06;1.6930196e-06;1.97227e-05;1.2504383e-06;1.8296457e-06;2.4924534e-06;1.0763096e-06;1.6054717e-06;3.012321e-06;1.8654813e-06
alarm;4.5701054e-06;5.501093e-06;4.3746504e-06;3.1075754e-06;6.521779e-06;9.768639e-06;4.0472883e-06;5.228579e-06;2.251904e-06;1.4439956e-06;2.8563923e-06;4.0886594e-06;3.8001815e-06;8.299958e-06;1.3917427e-05;3.6047886e-06;0.0008444985;4.943441e-06
brunel;1.1106568e-05;0.0007414435;3.234839e-06;1.261254e-06;6.1316155e-07;8.6136964e-07;1.878837e-06;1.1540492e-05;1.2181925e-05;1.6257575e-06;8.454889e-07;2.1774053e-06;1.5066095e-06;1.1319695e-06;1.2720617e-06;1.566825e-06;1.9945155e-06;1.7495184e-06
bark;3.763463e-06;1.5509517e-06;1.8838217e-06;9.634958e-05;3.5086796e-06;5.135599e-06;8.57014e-07;1.4025724e-06;1.6134773e-06;1.303723e-06;5.191821e-05;1.3296192e-06;7.4524206e-07;4.045842e-06;1.0926075e-06;7.1149896e-07;9.160071e-06;7.2205607e-06
gaia;1.639832e-06;2.3184696e-06;1.1027066e-06;1.3157576e-06;1.1461946e-06;1.095411e-06;6.678984e-07;8.760014e-07;8.508097e-07;7.7660513e-07;1.0542791e-06;1.2570059e-06;5.305443e-07;1.1957121e-06;7.4103946e-07;5.088706e-07;0.00014406064;1.7103621e-06
mcdowell;2.5656293e-05;3.0062514e-05;9.215696e-05;1.7427066e-06;1.8627458e-06;1.243728e-06;2.0622397e-06;2.6500158e-05;1.4612929e-05;1.3724671e-06;1.7984023e-06;1.2173435e-06;1.658752e-06;1.4484491e-06;1.4002504e-06;1.4981648e-06;1.8122918e-06;1.4957533e-06
kilroy;1.8144234e-05;3.575801e-06;0.000109129345;1.4380024e-06;1.867039e-06;9.3323877e-07;1.2504788e-06;1.7079066e-05;1.1738107e-05;1.26289e-06;1.7130404e-06;9.2173497e-07;1.005125e-06;1.2732162e-06;1.4419229e-06;8.7513945e-07;1.3909405e-06;1.1142464e-06
conductor;4.2634096e-05;4.618578e-06;8.637128e-07;2.241133e-06;2.3704288e-06;3.9532286e-05;1.4076281e-06;1.6060096e-06;2.0910654e-06;1.8029457e-06;2.4789092e-06;0.00053212856;1.5603888e-06;1.8789228e-06;2.926003e-06;1.5360173e-06;3.5568974e-06;2.612479e-06
cheese;3.5465819e-06;1.976156e-06;5.038684e-06;7.4352785e-05;4.2753013e-06;9.988662e-06;2.0673378e-06;2.0429604e-06;1.6091884e-06;3.0616815e-05;1.20906325e-05;2.8200677e-06;1.7768442e-06;3.32947e-05;1.4894803e-06;1.6388958e-06;2.4519725e-06;3.0046018e-05
necessaryto;2.2884885e-06;2.2262955e-06;5.0200215e-06;1.775447e-06;5.6533845e-06;1.7076472e-06;1.0811161e-06;1.0305364e-05;1.5836299e-06;3.8069281e-06;1.768671e-06;7.924814e-06;9.098005e-07;1.9148332e-05;1.2935092e-06;8.7787373e-07;1.893388e-06;2.6658379e-06
theyhave;5.1892393e-06;4.850856e-06;5.7751557e-05;7.3567676e-06;8.7575405e-05;5.2248224e-06;3.216547e-05;1.1828682e-05;2.3576763e-06;2.6544398e-05;1.2670257e-05;1.766641e-05;2.5858713e-05;8.500473e-06;1.8682446e-06;2.5198802e-05;2.0920614e-05;5.385793e-06
intrinsic;2.7001347e-06;3.764303e-06;4.05904e-06;2.1726466e-06;1.4292726e-06;1.4826198e-06;3.509455e-07;1.0136789e-05;5.985027e-06;1.6855041e-06;2.1426488e-06;2.8390514e-06;3.2469373e-07;1.6245143e-06;0.00042214803;3.3661053e-07;1.3623016e-06;1.5479401e-06
coordination;9.502203e-06;3.5677147e-06;1.5872615e-06;1.6073608e-06;2.637277e-06;1.9808092e-06;2.8851863e-07;1.2356263e-06;8.668681e-05;1.9819622e-06;2.0372894e-05;1.3730274e-06;2.6990207e-07;1.6221087e-06;4.838728e-06;2.574707e-07;1.696845e-06;2.2906468e-05
documentary;1.5421231e-06;1.2632004e-06;2.2420786e-06;1.4460999e-06;1.9529266e-06;3.3658057e-06;4.5145785e-07;2.3136618e-06;1.3985698e-06;1.4951992e-06;8.54252e-05;9.42487e-07;3.8576724e-07;0.00021052618;9.114706e-07;3.6138465e-07;1.3681788e-06;1.7044287e-06
exploration;0.0010734379;2.2985128e-06;1.6119806e-05;4.6894515e-06;2.8542618e-06;2.0936766e-06;5.582496e-07;2.4549588e-06;6.1610476e-06;2.407533e-06;5.4121947e-06;1.932938e-06;5.52838e-07;1.8497681e-06;4.7085978e-05;5.2766114e-07;1.9288675e-06;1.869656e-06
thatmatter;3.867351e-06;2.2850124e-06;1.2557542e-06;1.2675619e-06;1.7968003e-06;1.3030628e-06;6.1031005e-07;9.792598e-07;2.1121944e-06;5.2333608e-06;1.2994185e-06;1.711714e-06;5.025579e-07;1.2956032e-06;1.342e-06;4.911771e-07;6.441741e-06;2.9957877e-05
yesterday;0.00012455558;2.5141321e-06;4.363026e-06;4.2002653e-06;1.0056818e-05;0.0015398185;1.2854928e-05;2.7505223e-06;3.6600848e-06;9.236546e-06;0.00022157781;4.5145725e-06;1.4197283e-05;0.00029220467;2.1546061e-06;1.2016747e-05;3.26526e-05;0.00052392465
democratic;2.5698434e-06;6.3180477e-07;2.8877926e-06;5.628177e-06;2.0680878e-05;0.0001775901;1.7347278e-06;2.1305307e-06;1.7361765e-06;3.5705884e-06;0.0002886351;9.486099e-07;1.6678604e-06;0.00033009754;1.209487e-06;1.4691374e-06;2.3152459e-06;1.8317912e-06
kingdom;5.5406995e-06;7.787776e-06;7.147924e-05;2.1876403e-05;5.4772304e-06;4.340723e-06;1.0000501e-06;0.0008154699;0.00014905976;2.7719655e-06;7.679691e-05;2.2649617e-06;9.120801e-07;1.2747015e-05;3.1957756e-05;8.933657e-07;2.6608623e-06;2.3880675e-06
monosodium;1.5672327e-06;1.5660211e-06;1.3657836e-06;0.000121034565;1.5426896e-06;1.2420769e-06;4.2135633e-07;9.926463e-07;1.1166971e-06;9.135873e-07;1.2125122e-06;1.0511686e-06;3.365678e-07;1.1840693e-06;8.391834e-07;3.2630484e-07;1.4255643e-06;1.3521036e-06
highway;4.233129e-06;3.0760373e-06;2.5529268e-06;6.6856046e-05;0.00012477537;7.4119474e-05;5.121353e-06;2.3168436e-06;1.1754165e-05;4.9180717e-06;7.0094766e-06;1.5446869e-05;5.223237e-06;3.592434e-06;1.4649693e-05;5.16115e-06;0.0014760002;5.895015e-06
accomplishment;4.302773e-06;2.3294047e-06;3.8372773e-06;1.2851904e-05;3.4458697e-06;4.303168e-05;2.0053326e-06;1.4302124e-06;3.6460137e-06;3.2518515e-06;2.142332e-06;1.1651443e-06;1.8306806e-06;2.0031553e-06;1.1934767e-06;1.5756102e-06;2.4529768e-06;3.81334e-05
tendency;2.2329189e-06;2.886095e-06;9.638597e-05;8.120604e-06;1.3667792e-05;3.1262934e-06;7.472432e-06;7.018004e-05;1.7536944e-06;1.573648e-05;6.811694e-06;1.6156593e-05;6.191525e-06;2.288022e-06;1.5100749e-06;5.689954e-06;2.3772197e-06;5.9224635e-06
suspicious;3.1376312e-06;3.9020383e-06;4.7821572e-06;2.9221354e-05;1.5487836e-05;2.8312588e-05;3.5750927e-06;3.122019e-05;6.6952616e-06;3.2659165e-05;2.9931223e-06;1.7253704e-05;3.3325011e-06;3.0220546e-05;4.1795424e-06;3.1706745e-06;5.599156e-05;2.4973995e-06
affiliate;2.2909626e-06;1.4544861e-05;2.3156358e-06;3.1782827e-06;7.0759424e-06;1.2558944e-05;1.0308441e-06;4.340233e-06;9.259953e-05;3.1952688e-06;4.0780524e-05;1.7643023e-06;1.0079664e-06;2.0911843e-05;1.2927132e-05;9.427934e-07;2.1789044e-06;2.6553918e-05
philly;1.8166318e-06;3.076137e-06;1.0920008e-06;4.6243053e-06;1.2435916e-06;1.4037444e-06;7.3759753e-07;1.0705954e-06;1.253132e-06;1.0108884e-06;1.4276943e-06;3.063079e-06;6.1546797e-07;1.3941772e-06;1.196078e-06;5.8747474e-07;1.590322e-05;0.0004475296
belly;3.7339832e-05;1.3282678e-06;1.658296e-06;3.3510196e-06;2.3057755e-06;2.089647e-05;8.701978e-07;1.2322924e-06;1.4596125e-06;1.359167e-06;3.4387213e-05;1.3549686e-06;8.439611e-07;2.08551e-06;1.0490983e-06;7.69374e-07;1.6908005e-05;1.819857e-06
conditt;1.1907629e-06;1.784852e-06;3.3206036e-06;1.2046053e-06;9.657035e-07;8.3878257e-07;4.2036098e-07;5.2450076e-05;9.332134e-07;8.765504e-07;1.4214123e-06;9.792467e-07;3.3702773e-07;1.1751866e-06;8.62963e-07;3.2426146e-07;1.2721223e-06;1.1963242e-06
anti;0.00027890952;1.2406076e-06;0.00037202807;0.0012420681;0.0003784703;0.0003947815;2.3408978e-05;0.00013625108;3.262369e-05;1.0723802e-05;0.0019201444;3.6296371e-06;2.3176628e-05;0.00086731545;1.9022938e-05;2.1567064e-05;1.6336322e-05;4.9742225e-06
socialist;2.3798468e-06;5.311995e-07;3.27063e-06;2.9907133e-05;0.00031389203;2.1182188e-05;1.6989151e-06;2.7276683e-06;1.8889293e-06;3.1746238e-06;6.221149e-05;1.2821674e-06;1.5069156e-06;0.00044983355;1.4375155e-06;1.4608775e-06;2.2677189e-06;1.9397214e-06
catholic;2.8931331e-06;2.4397266e-06;1.7715307e-05;2.9530581e-06;1.4766283e-06;2.4692722e-06;5.423848e-07;0.0020784668;1.8766656e-06;1.5376283e-06;1.5183696e-05;1.5171152e-06;4.4418604e-07;2.3042326e-06;1.3077835e-06;4.6560692e-07;2.0000796e-06;2.0169873e-06
thefederal;1.5856871e-06;1.6907617e-06;1.4468412e-06;1.473296e-06;2.346175e-06;2.2978995e-06;5.5593483e-07;1.0265599e-06;1.1481195e-06;9.7405555e-06;1.8082652e-06;1.0405364e-06;4.3964755e-07;0.0001805184;8.5316793e-07;4.2324186e-07;1.370936e-06;1.278305e-06
make;0.0029783172;5.9693615e-05;0.0058723534;0.0027478188;0.008638978;0.00580278;0.011018371;0.0040979325;0.0009929284;0.0043491954;0.00160364;0.002361743;0.012816769;0.004365678;0.0028459486;0.012563623;0.004352418;0.0034979947
problem;0.0009934846;2.9815057e-05;0.0010240682;0.0032959885;0.0028983683;0.0005758102;0.0033493543;0.000499614;4.3192565e-05;0.00039607091;0.00045128862;0.0063103302;0.0038424057;0.00022021579;0.0036257217;0.004436481;0.0029873762;9.370635e-05
zariski;1.6610111e-06;9.107734e-06;1.4225895e-06;1.3052966e-06;1.6890004e-06;1.3392795e-06;7.8861973e-07;1.0323247e-06;7.852848e-06;3.474644e-05;1.3726507e-06;1.4271727e-06;6.3437614e-07;1.5017025e-06;1.4743107e-06;6.2500294e-07;1.6017964e-06;8.335238e-05
proverbial;1.8333172e-06;1.6930819e-06;3.3647237e-05;1.9683432e-06;5.4937564e-06;1.6845592e-06;1.3915898e-06;3.1161704e-05;1.2447017e-06;1.7953037e-06;2.1271953e-06;2.1547671e-06;1.1084966e-06;3.2090564e-05;1.0978592e-06;1.0032184e-06;1.6827057e-06;1.334077e-06
levy;0.00012672994;1.4758734e-06;1.8645577e-06;2.2092024e-06;2.667095e-06;2.3478497e-06;4.1561105e-07;1.2610343e-06;2.1449125e-06;2.1984493e-05;3.3525983e-05;1.6495746e-06;3.8179434e-07;2.773795e-06;1.2473864e-06;3.7431627e-07;4.144832e-06;1.4972119e-05
resolution;0.00038246764;7.934858e-06;3.23359e-06;3.6286121e-06;5.8812475e-06;0.00049174216;2.2239344e-06;3.9040347e-06;3.7960155e-05;4.118982e-06;0.00017067818;0.0010197468;3.246267e-06;1.828516e-05;0.0005829797;3.0097485e-06;5.134207e-06;2.2754741e-06
kaan;1.4106823e-06;0.00010018302;5.1576612e-06;1.1803556e-06;8.826033e-07;1.7426651e-06;1.8570028e-06;2.5887419e-05;2.6163234e-06;8.9741167e-07;7.449732e-05;1.4470506e-06;1.5333021e-06;1.7191902e-06;1.0787995e-06;1.5046684e-06;1.9542583e-06;1.6678617e-06
