;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
brush;1.5477228e-06;1.908109e-06;2.0253622e-06;2.0835678e-06;2.5419133e-05;2.5450781e-06;1.4149227e-06;2.2212632e-06;3.9208126e-06;2.7837611e-06;1.0594957e-06;7.5308526e-06;0.00013039025;1.691254e-06;3.9388236e-05;1.4809929e-06;2.1209432e-06;5.4062357e-06;2.5643726e-06;3.2709726e-05;1.995585e-06;0.00010476225;2.6111943e-06;2.410554e-06
gregory;2.6931568e-06;1.5178573e-06;5.445045e-05;1.7709912e-06;3.2700705e-06;6.2340683e-07;1.329973e-06;0.0019331247;3.9133953e-05;6.893026e-07;0.00010835716;1.727945e-06;5.7508023e-06;1.0466052e-06;1.4815387e-06;5.9536032e-06;6.201967e-06;2.160226e-06;1.2263619e-05;1.7111298e-06;2.0344983e-06;2.571329e-06;9.031988e-06;6.5487444e-07
steam;2.791872e-05;3.954663e-06;1.028525e-06;1.8144108e-06;1.0911504e-06;7.534919e-07;8.1847287e-07;1.8716761e-06;1.5102814e-06;8.2127576e-07;1.8993854e-06;1.4178365e-06;1.6018089e-06;8.3867144e-07;6.683154e-06;7.001792e-06;1.474412e-06;1.2295585e-06;1.4651122e-06;2.5428424e-06;1.6031584e-06;1.4312557e-06;0.00038557735;7.6218504e-07
badly;4.7460893e-05;1.2703192e-05;1.1243265e-05;3.110726e-05;0.00022944521;2.2449327e-05;0.00013234904;1.7065224e-06;2.0176155e-06;2.387791e-05;3.248962e-06;4.2737815e-05;4.5987117e-06;1.5761463e-05;3.7043203e-06;5.9676644e-05;5.310949e-06;5.20755e-05;1.8019743e-06;0.00032144572;6.5098634e-06;3.9629913e-06;3.3048625e-05;2.1617774e-05
david;0.00073796476;6.6460125e-05;0.0010471625;0.00037473367;0.0031300008;0.00011355591;0.0031970807;0.0069882097;0.0007845971;9.427902e-05;0.00049471733;0.00077380845;0.0010872069;0.00048472462;0.0004656308;0.0022265555;0.0089990385;0.00081560767;0.0039324956;0.000572004;0.0014632324;4.4326567e-05;0.0011912305;0.000114368
lourde;1.4667414e-06;1.0347837e-06;0.00017246646;1.3619784e-06;1.0102526e-06;3.9909418e-07;7.6685996e-07;1.6538984e-06;1.7597353e-06;4.695407e-07;7.7287234e-07;1.4167877e-06;1.7624654e-06;3.1756846e-07;1.9738886e-06;9.986753e-07;5.9837646e-07;6.570246e-07;1.0140427e-06;1.9881281e-06;1.4810144e-06;7.50618e-07;1.48482995e-05;4.1242234e-07
connecticut;2.0164436e-05;1.7700742e-06;1.1946025e-06;1.23875225e-05;1.181701e-06;4.812608e-07;1.9660226e-06;0.00019781156;1.1557554e-05;5.73356e-07;1.0599151e-06;1.981777e-06;2.160936e-06;4.809141e-07;1.2523394e-06;5.0418453e-06;7.982573e-07;1.0805647e-06;2.325887e-06;1.3097273e-06;5.4927445e-05;1.0650176e-06;3.320076e-06;5.532991e-07
energia;1.5408025e-06;1.1426072e-06;6.831437e-07;1.1833887e-06;7.9291107e-07;2.644897e-07;6.613218e-07;1.6088454e-06;1.0816999e-06;3.0633626e-07;8.5921107e-07;9.571273e-07;1.0516827e-06;2.5760238e-07;9.180608e-07;7.8736065e-07;4.856589e-07;8.11903e-07;1.091075e-06;1.0684433e-06;1.1233435e-06;8.132123e-07;0.0001491169;2.8010143e-07
middle;6.852744e-05;2.9891919e-05;0.0001300789;0.000177089;3.586724e-05;9.396194e-05;5.63978e-05;0.0015025092;8.305269e-06;8.944282e-05;9.6998825e-05;0.000995856;3.863879e-05;0.000180065;7.971004e-05;0.00023862737;0.0010261247;3.63518e-05;9.428623e-06;0.00028414355;8.019657e-05;3.8773498e-05;1.7820228e-05;8.940699e-05
asic;1.0133105e-06;9.75893e-07;7.13992e-07;1.1097185e-06;8.6030536e-07;3.578385e-07;6.339605e-05;1.577431e-06;1.0649806e-06;3.9632235e-07;5.634992e-05;9.774423e-07;1.6877815e-06;4.3826202e-07;6.9956775e-07;1.1979499e-06;9.578365e-07;1.1706834e-06;1.7563798e-06;9.4650255e-07;1.1220211e-06;1.0564131e-06;1.1776558e-06;3.825919e-07
tokyo;8.2202774e-07;1.9675529e-06;1.0933682e-06;8.998588e-05;1.0236156e-06;9.836549e-07;1.9361162e-06;3.3225188e-06;0.0001614268;1.0742841e-06;1.3389539e-06;1.489323e-06;2.0881328e-06;7.498112e-07;1.1759771e-06;4.6248e-06;8.13563e-07;9.812075e-06;8.375817e-05;1.4007904e-06;5.8440473e-06;7.659813e-05;3.2966811e-06;1.0929548e-06
testimony;1.5529848e-06;1.5138181e-06;0.00026515673;7.5193007e-06;0.00014331656;1.4710158e-06;1.3020765e-06;2.0586415e-06;1.8809582e-06;1.7086326e-06;7.1773206e-07;4.375246e-05;5.1428037e-06;7.3575325e-07;0.00010908946;3.1072634e-06;5.179925e-07;9.166621e-07;7.4117315e-07;9.6029085e-05;4.14454e-05;1.1382077e-06;2.2201532e-06;1.3984211e-06
matter;0.00034780553;0.00036365906;0.0009944035;0.0005841393;0.0009440446;0.0011986839;0.0005852417;5.3144254e-06;7.2564826e-06;0.0012959472;6.373911e-06;0.00033410502;0.0005742092;0.00081605645;0.002349484;0.00041357015;0.00014765537;6.821871e-05;3.741705e-06;0.00057347247;0.00039233247;3.391461e-05;0.0004200046;0.0012747649
telecommunication;9.039771e-07;2.1010148e-06;1.0191554e-06;2.966429e-06;9.2666306e-07;3.9582642e-07;0.00037839127;2.7450583e-06;2.4908088e-05;4.1533156e-07;1.9027123e-06;1.2946277e-06;2.071705e-06;5.433871e-07;1.360177e-06;1.0013447e-06;1.0878227e-06;7.4988966e-06;1.6375523e-05;1.1965508e-06;2.681218e-06;2.4408225e-06;8.169978e-05;4.2564025e-07
idle;0.00041810644;8.466953e-06;7.2724775e-05;2.3713876e-06;4.280423e-06;2.3415255e-06;7.999668e-05;2.9007672e-06;3.3867034e-06;2.3435628e-06;8.889376e-05;1.953091e-06;3.2540597e-06;3.4353375e-06;3.5719524e-05;0.0003957375;7.669824e-06;0.0002585145;2.8381119e-06;2.6190462e-06;2.8804031e-06;4.9609157e-06;2.2127551e-06;2.2928123e-06
diving;1.8416193e-06;2.0925245e-06;1.1933455e-06;4.075722e-06;1.11976e-06;7.281737e-07;1.1448858e-06;3.0712865e-06;8.210244e-06;8.1357376e-07;1.133258e-06;2.1424758e-05;2.4571016e-06;6.5640324e-07;1.5051494e-06;2.9333156e-05;9.5124767e-07;1.1608721e-06;1.8476261e-06;3.7744453e-06;3.1695588e-06;1.3691513e-06;0.00010330168;7.8793335e-07
timmon;1.0725845e-06;1.1018661e-06;1.5171867e-06;7.744062e-07;8.529748e-07;4.596951e-07;8.593898e-07;1.0566694e-06;9.809405e-07;5.204102e-07;4.7758033e-07;8.5520793e-07;1.6887572e-06;3.1735897e-07;0.0003094216;1.0018061e-06;3.5708004e-07;7.1275224e-07;9.470044e-07;7.7005393e-07;1.0565301e-06;7.5452954e-07;1.090122e-06;4.6763887e-07
province;1.5195989e-06;1.7617999e-06;1.0443993e-06;7.0380393e-06;1.593705e-06;3.583774e-07;1.8060913e-06;1.5561197e-06;1.6686789e-06;4.308875e-07;3.7018603e-05;0.0003516597;3.148194e-06;3.0945026e-07;1.4331055e-06;3.925496e-06;2.4973843e-07;1.2962981e-06;1.0291319e-06;2.103668e-06;0.0003828071;1.262432e-06;1.9196189e-06;4.0012551e-07
oscar;1.8579547e-06;1.8563225e-06;1.6757792e-06;2.6297803e-06;1.1474999e-06;6.1633966e-07;1.1218361e-06;3.119673e-06;1.9785066e-06;7.179141e-07;1.2873163e-05;1.4667899e-06;2.4213064e-06;6.3901894e-07;1.2490163e-06;0.00016306568;1.529196e-06;1.1177016e-06;1.928754e-06;2.1566216e-06;5.833217e-06;1.1678216e-06;6.2010477e-06;6.9014476e-07
lehigh;0.00058017444;3.3229048e-06;1.4805662e-06;2.4610508e-06;1.1721282e-05;1.0964884e-06;1.1877473e-06;0.00072370196;3.4598459e-06;1.1334535e-06;0.00010842198;2.0459709e-06;2.8217e-06;2.5699862e-06;7.941503e-07;6.872226e-05;1.4726238e-05;1.7043272e-06;0.00011856708;2.9100943e-06;3.9244433e-06;1.4190792e-06;5.2670996e-05;1.1326077e-06
impress;2.9531864e-05;1.5098676e-05;2.096161e-06;3.0812375e-06;1.0622016e-05;1.1509345e-05;2.2606455e-06;1.1922295e-05;9.152824e-06;1.2024157e-05;8.638788e-05;3.0395001e-06;5.7200687e-05;1.693173e-05;1.41249475e-05;2.202194e-05;5.5492033e-05;1.3634779e-05;7.818489e-06;3.040448e-06;2.1894568e-06;3.7541859e-06;3.0385572e-06;1.2647009e-05
champ;1.2230028e-06;5.988132e-07;7.461764e-07;9.75961e-07;7.220129e-07;3.0901137e-07;7.807815e-07;2.0711482e-06;9.391862e-07;3.509474e-07;4.6307728e-06;9.911404e-07;1.0787327e-06;3.0110684e-07;7.778978e-07;0.00027715098;9.14382e-07;7.456455e-07;1.3462253e-06;1.0324793e-06;9.362624e-07;7.7151566e-07;9.1731846e-07;3.373771e-07
theserial;9.678985e-07;9.66329e-07;7.5822265e-07;1.2335056e-06;8.526804e-07;3.5683593e-07;0.00010458628;1.5112652e-06;1.0463309e-06;3.9587587e-07;1.3419324e-05;9.455787e-07;1.392957e-06;4.04273e-07;8.413271e-07;1.1134507e-06;7.4991766e-07;1.0846078e-06;1.5517228e-06;8.523452e-07;1.1930579e-06;9.4551154e-07;1.1118349e-06;3.8329347e-07
sheffield;1.184586e-06;5.7930026e-07;6.9867997e-07;1.028647e-06;8.15591e-07;3.202527e-07;9.2890645e-07;1.6417321e-06;1.4099151e-06;3.5252228e-07;1.207605e-06;1.0860567e-06;1.0593571e-06;2.9363645e-07;9.900973e-07;0.00017529605;6.5840624e-07;7.912513e-05;1.5365639e-06;9.026045e-07;1.1756338e-06;1.8563363e-06;9.922344e-07;3.2956206e-07
sarto;1.1579245e-06;6.190548e-07;0.00011625271;8.4058274e-07;8.1092054e-07;3.130973e-07;7.727788e-07;1.469597e-06;1.1782428e-06;3.637986e-07;7.345081e-07;1.0841868e-06;1.458141e-06;2.4667057e-07;1.6530786e-06;9.787066e-07;4.868024e-07;6.185676e-07;9.283052e-07;8.307138e-07;9.3114767e-07;6.466685e-07;1.0564194e-06;3.2324695e-07
treasury;1.3417936e-05;2.014531e-06;2.4887531e-05;4.943386e-05;0.0001966498;1.2220355e-06;2.265722e-05;1.7927815e-06;1.7364991e-06;1.4445392e-06;9.294283e-07;1.633072e-06;2.3186446e-06;8.308967e-07;1.7711686e-06;1.582667e-06;6.8122336e-07;1.0047162e-06;1.0453114e-06;2.9104965e-06;4.4474647e-05;9.978758e-07;1.6893854e-06;1.4321695e-06
crony;4.531379e-06;8.5611276e-07;1.1390067e-06;3.9557117e-06;1.1474168e-05;6.861355e-07;1.3286215e-06;8.820863e-06;1.4840491e-06;7.9085635e-07;1.146821e-06;4.0956525e-05;3.5460362e-06;5.218113e-07;1.629489e-06;1.8856375e-06;5.624782e-07;2.0064329e-06;1.7838194e-06;1.5244073e-05;2.7237023e-05;1.2156122e-06;1.7071343e-06;6.931803e-07
velocity;2.4801875e-05;6.0369657e-06;1.042082e-06;1.7964182e-06;3.6332385e-05;8.538101e-07;1.3038161e-06;2.7256292e-06;2.7965295e-06;9.0964693e-07;3.4672255e-05;1.356057e-06;2.2055435e-06;1.1294883e-06;3.6230072e-06;1.432016e-06;2.1067774e-06;2.8339905e-06;6.5259546e-06;2.897823e-06;2.0704665e-06;4.856408e-05;0.00037678969;8.253691e-07
easily;0.0002231439;0.0014082168;1.4037505e-05;3.0956464e-05;0.00014906579;0.00046735595;0.00077174883;5.466546e-06;0.0001814183;0.00047857812;0.000121635814;9.990584e-05;3.4135068e-05;0.00045395482;0.0005443422;0.00027887407;6.148225e-05;0.00012424083;6.842547e-06;2.0979853e-05;2.7316648e-05;0.0005391521;0.00014503744;0.00048367662
honesty;2.1547123e-06;3.5883456e-06;5.91036e-05;6.4548444e-06;1.5545897e-06;3.1272803e-06;2.1622938e-05;2.089721e-06;1.5971023e-06;3.533791e-06;1.0894466e-06;2.4461391e-05;1.849386e-05;2.0859836e-06;3.503511e-05;1.6289322e-06;1.5470341e-06;1.0792476e-06;1.1897121e-06;2.505275e-06;8.130251e-06;1.3194804e-06;1.5309967e-06;3.3406736e-06
nurse;1.41180235e-05;3.7842476e-06;1.3454738e-06;9.853196e-06;2.7866984e-06;2.3065693e-06;1.0924691e-06;2.0148461e-06;1.180884e-06;2.933734e-06;1.2977463e-06;2.7038411e-06;3.0162855e-06;1.5437819e-06;1.7829452e-06;1.4797673e-06;8.986233e-07;1.1013706e-06;1.1139653e-06;0.0002120507;6.7323745e-05;1.1633053e-06;6.612562e-05;2.3275866e-06
alarm;0.0014446037;5.7320767e-06;6.260079e-06;1.0756207e-05;2.7147273e-06;2.5203115e-06;2.1011174e-06;4.3485456e-06;2.5100462e-06;2.8155225e-06;4.864152e-06;1.773931e-06;2.6677994e-06;2.5688762e-06;4.107829e-06;1.838489e-06;2.4332624e-06;3.3479842e-05;2.6688456e-06;3.1426005e-06;1.802011e-05;2.9302164e-06;2.4619803e-06;2.5747283e-06
brunel;1.4730805e-06;5.506471e-07;2.635183e-05;1.2212528e-06;7.103854e-07;3.7972634e-07;1.2304228e-06;0.00015744945;6.5925783e-06;3.9419373e-07;1.3888928e-06;8.748777e-07;2.8711363e-06;5.6236405e-07;1.4894083e-06;1.1759475e-06;3.8052447e-06;1.2985215e-06;0.00060255604;1.0361082e-06;8.1120305e-07;9.3335416e-07;2.5459062e-06;3.7486788e-07
bark;8.317842e-06;2.1612225e-06;1.2647685e-06;3.5326898e-06;2.5707768e-06;1.9089955e-06;1.0930537e-06;2.5605968e-06;1.2293253e-06;2.1009225e-06;1.2616656e-06;5.2903815e-05;2.3908915e-06;1.4901115e-06;1.8462416e-06;7.656124e-06;1.3978943e-06;1.0200429e-06;1.435083e-06;7.089193e-05;2.094489e-06;1.2951692e-06;6.116597e-05;1.8123338e-06
gaia;0.0002230439;1.0274009e-06;1.0890432e-06;6.9217026e-07;8.5437756e-07;3.9939266e-07;5.9173465e-07;1.3998675e-06;7.399635e-07;4.4631724e-07;1.1354194e-06;7.3055486e-07;9.85343e-07;4.1504344e-07;9.547842e-07;1.1458695e-06;7.906128e-07;7.4597125e-07;1.1591118e-06;1.0544006e-06;9.2153954e-07;6.9747847e-07;1.8392645e-06;4.099405e-07
mcdowell;1.7249752e-06;1.6472791e-06;2.2137096e-05;1.4805429e-06;1.0215169e-06;6.508224e-07;1.098802e-06;4.7584485e-06;2.1646825e-05;6.991613e-07;8.19897e-07;1.4551199e-06;6.4388432e-06;6.1642095e-07;0.0001116487;1.3173756e-06;1.3894239e-06;1.3177797e-06;3.4510183e-05;1.2140475e-06;1.3452074e-06;1.4811836e-06;5.0208255e-06;6.6814295e-07
kilroy;1.5052303e-06;1.7580941e-06;1.3257472e-05;1.4926031e-06;1.0695957e-06;4.6581653e-07;1.0456434e-06;2.0921018e-06;3.3886015e-05;5.2349736e-07;7.49972e-07;1.2991991e-06;3.1467623e-06;3.610719e-07;0.00017407743;1.1604719e-06;4.9674753e-07;1.2784337e-06;2.0359194e-06;1.0479027e-06;1.45838e-06;1.4658748e-06;4.6843984e-06;4.902122e-07
conductor;4.1471144e-06;1.2321817e-06;7.307844e-07;1.5596052e-06;2.3889963e-06;1.0730361e-06;1.0743837e-06;2.456441e-06;1.7281874e-06;1.2328304e-06;0.00074492575;2.193146e-06;1.2658187e-06;1.3680058e-06;4.82702e-07;1.8109338e-06;3.4681957e-06;2.2794654e-06;3.7416016e-06;8.22839e-05;1.3075703e-06;1.937187e-06;1.4048444e-05;9.89614e-07
cheese;1.9302213e-06;4.2379424e-06;1.4130667e-06;6.2084127e-06;5.897351e-05;1.8935209e-05;4.2236068e-05;2.2209097e-06;8.761235e-07;2.2727907e-05;1.6158539e-06;1.9753238e-06;2.2964261e-05;1.0512443e-05;9.914674e-06;1.6760583e-05;5.3314507e-06;1.3636554e-06;1.4376132e-06;6.85488e-05;2.108526e-06;1.5748587e-06;3.364318e-05;2.018514e-05
necessaryto;1.672841e-06;3.1717723e-06;9.893951e-06;3.4097832e-06;1.5801089e-06;7.8367503e-07;8.610683e-06;2.2118818e-06;1.7634379e-06;9.4233843e-07;7.4589634e-06;1.4380535e-06;1.5156326e-05;7.3710385e-07;4.106975e-06;2.3428274e-06;1.0975044e-06;1.0917112e-06;1.2189618e-06;1.2067176e-06;3.8649127e-05;1.0087692e-06;1.5250467e-06;8.99631e-07
theyhave;3.192926e-05;3.523234e-05;1.2582444e-05;1.3722725e-05;4.96926e-06;9.653485e-05;3.1023683e-05;7.261555e-06;1.1161667e-06;0.00012150432;2.3557028e-05;7.0183214e-06;2.2507627e-05;5.8343816e-05;6.0995888e-05;6.91001e-06;1.3042531e-05;2.1020317e-06;1.9694155e-06;1.2303556e-05;5.0682043e-05;2.2046936e-06;3.3173544e-06;0.00010819706
intrinsic;1.7877132e-06;8.134071e-07;1.389904e-05;1.5917433e-06;1.3056508e-06;5.005509e-07;1.4830086e-06;2.480585e-06;4.322612e-06;5.401232e-07;1.9326055e-06;2.0496307e-06;2.0057817e-06;4.1767322e-07;2.1941062e-06;1.3306817e-06;7.9100954e-07;0.00078961323;4.369247e-06;1.20821e-06;2.0163318e-06;4.980061e-06;2.412191e-06;4.587164e-07
coordination;1.2198437e-06;1.1599742e-06;1.1210219e-06;4.001749e-06;1.0356462e-06;1.8981275e-07;1.3214351e-06;2.4680317e-06;9.489349e-05;2.1670724e-07;1.2047569e-06;1.6268084e-05;1.8917549e-06;1.6613924e-07;1.1460974e-06;1.8795683e-05;2.4668677e-07;2.779168e-06;1.8526847e-06;1.1926362e-06;2.3796054e-05;3.4073184e-06;4.3333685e-06;2.1483004e-07
documentary;1.3526139e-06;4.9801025e-07;1.8100825e-06;2.675729e-06;0.00044946195;4.9926797e-07;1.4192758e-06;2.0459354e-06;1.106044e-06;5.450436e-07;9.1081984e-07;0.000100369056;3.1066775e-06;3.5355973e-07;3.0401388e-06;2.284328e-06;4.5030538e-07;9.617894e-07;1.2603032e-06;3.759257e-06;6.956239e-06;9.898902e-07;1.4160497e-06;5.186806e-07
exploration;1.9392457e-06;4.1313738e-06;1.4494406e-06;3.4998407e-06;1.2113151e-06;4.7047348e-07;1.2575393e-06;2.7155988e-06;4.936773e-05;5.1351844e-07;1.2573199e-06;5.8439628e-06;2.0572852e-06;4.3639733e-07;3.6182166e-05;1.0440219e-06;4.5908175e-07;6.128151e-05;2.6116702e-06;1.8054113e-06;4.400356e-06;1.0115558e-05;0.0008000484;4.6549332e-07
thatmatter;1.50009355e-05;1.9807637e-06;1.0446722e-06;1.6574731e-06;1.0107509e-06;7.151738e-07;1.4109309e-05;2.2823187e-06;2.3534612e-06;7.720419e-07;2.4981002e-06;1.0284618e-06;2.1934948e-06;8.10706e-07;1.3560364e-06;5.299749e-05;1.6793393e-06;2.546235e-06;1.6917556e-06;1.3006011e-06;1.4327976e-06;1.3589331e-06;2.4865533e-06;7.739249e-07
yesterday;2.225138e-06;5.1405627e-06;1.4439591e-06;0.0019063333;0.00048829784;1.6724603e-05;5.3303656e-06;3.9027536e-06;3.1850168e-06;1.757332e-05;6.9585813e-06;0.0002789935;1.7172753e-05;1.0852833e-05;1.9629015e-06;0.00052080414;7.3547994e-06;2.6270236e-06;2.0845098e-06;2.2318542e-05;2.1026484e-05;2.444727e-06;3.74924e-05;2.0605714e-05
