;0;1;2;3;4;5;6;7;8;9;10
sheffield;4.9935926e-07;7.120272e-07;9.688536e-07;1.1261401e-06;0.00014188225;8.122589e-07;6.7047864e-07;6.68863e-07;2.6246884e-05;9.4917e-07;9.3246115e-07
sarto;6.577201e-05;1.0437186e-06;5.554889e-07;6.2916115e-07;5.6179687e-07;5.8381363e-07;6.350895e-07;5.793956e-07;5.057594e-07;6.3952075e-07;7.4415067e-07
treasury;2.5237392e-05;1.1817896e-06;9.2925626e-07;1.0053602e-06;1.0470354e-06;2.2398332e-05;0.00011512836;1.1095453e-06;8.2290063e-07;1.2822328e-05;1.1962801e-06
crony;7.9976877e-07;9.038716e-07;7.848628e-07;1.343076e-06;1.0516306e-06;1.2129209e-06;1.9926421e-05;1.7917115e-05;9.3639136e-07;1.9006814e-06;4.4286164e-05
velocity;6.939029e-07;1.2668188e-06;2.9564066e-05;0.00034190743;1.5160821e-06;1.5962045e-06;6.434073e-06;1.7924009e-06;7.540789e-06;3.277303e-05;1.3355411e-06
easily;4.528433e-05;0.00041252584;0.00012675859;0.00013688674;0.00022489777;0.00074009906;0.00017306457;1.9671908e-05;0.00037034255;0.0003346231;8.65073e-05
honesty;4.1239677e-05;4.895162e-05;8.585474e-07;1.041273e-06;8.928181e-07;1.2085323e-05;5.3955123e-06;1.6532714e-06;7.4815995e-07;1.4393636e-06;7.914907e-06
nurse;7.722862e-07;1.016859e-06;8.0021226e-07;4.542034e-05;8.8344456e-07;9.947421e-07;3.900388e-06;0.0001719541;7.7461846e-07;1.4890717e-06;1.6888347e-06
alarm;6.1108985e-06;4.0575837e-06;1.7341034e-06;1.9398242e-06;1.4964043e-06;1.9846832e-06;9.5486685e-06;1.1273047e-05;1.6382519e-05;0.0006293961;1.7290425e-06
brunel;5.0485447e-05;4.1735725e-06;0.00012677617;1.6806915e-05;1.0072363e-06;2.3235649e-05;1.3757133e-06;1.0443921e-06;3.0178306e-05;1.5359824e-06;1.373056e-06
bark;6.477861e-07;9.693317e-07;8.236021e-07;2.1359729e-06;1.131747e-06;8.5165414e-07;8.7391624e-07;0.00012683358;6.419008e-07;1.6409042e-06;2.2348017e-05
gaia;4.5360204e-07;4.815516e-07;6.34853e-07;1.0104952e-06;7.346496e-07;7.0679863e-07;6.572672e-07;9.090457e-07;5.801082e-07;9.075191e-05;7.096917e-07
mcdowell;2.0845626e-05;6.907552e-05;1.2277523e-06;1.4059478e-05;1.9580475e-06;8.1927544e-07;8.190344e-07;1.0229393e-06;1.0986765e-06;1.1295733e-06;1.1237144e-06
kilroy;6.466175e-06;7.397024e-05;7.4535933e-07;1.6334785e-05;1.0005002e-06;7.3537e-07;7.406688e-07;8.709885e-07;1.7545119e-06;8.827423e-07;1.027114e-06
conductor;5.690519e-07;5.705732e-07;1.3510505e-06;6.7521996e-06;1.6076152e-06;8.7604036e-07;8.016257e-07;2.97046e-05;1.0135344e-06;0.00042953744;8.4825075e-07
cheese;1.0876212e-06;7.964629e-06;1.35426e-06;1.0883421e-06;2.4146491e-05;3.2427655e-05;1.6291871e-05;0.0001217366;7.378488e-07;1.2426516e-06;1.4684903e-06
necessaryto;1.3698555e-05;4.823633e-06;4.3612717e-06;1.0623644e-06;1.6232599e-06;6.6080975e-06;1.7828086e-05;1.0461586e-06;8.4684376e-07;1.154648e-06;1.0000128e-06
theyhave;1.0972392e-05;5.8377238e-05;1.6813432e-05;4.657816e-06;6.8538648e-06;3.919986e-05;2.7786964e-05;9.248456e-06;1.212429e-06;1.4063662e-05;1.757712e-05
intrinsic;8.239833e-06;1.1011373e-06;1.6955249e-06;2.7487708e-06;7.1210314e-07;1.3218369e-06;6.512213e-07;6.0463805e-07;0.0003562579;1.1635431e-06;1.390897e-06
coordination;5.992003e-07;7.411322e-07;1.0192266e-06;2.169619e-05;2.0661322e-05;1.6825918e-06;1.4464906e-06;8.9129315e-07;2.1154607e-05;1.1022983e-06;2.1256099e-05
documentary;1.182824e-06;9.665439e-07;8.227228e-07;1.3913191e-06;9.41101e-07;1.3927721e-06;0.00011600748;1.3723392e-06;6.330783e-07;1.0046576e-06;9.330884e-05
exploration;8.238604e-07;1.8227792e-06;1.3627916e-06;0.0006388266;8.404729e-07;1.5851397e-06;9.818942e-07;9.579193e-07;4.8781716e-05;1.3253957e-06;3.4948976e-06
thatmatter;5.5281726e-07;8.3063605e-07;2.0924722e-06;2.7041558e-06;3.127254e-05;6.901732e-06;1.0664044e-06;1.111458e-06;1.0937349e-06;5.4239717e-06;8.7842824e-07
yesterday;1.3656704e-06;2.590289e-06;6.0326052e-05;5.366206e-05;0.0004541347;7.5335074e-06;0.0008129611;9.8384124e-05;1.543919e-06;8.996328e-06;0.00023594972
democratic;1.2466024e-06;9.545321e-07;7.7604363e-07;1.7497197e-06;8.328006e-07;2.0924083e-06;0.00033826433;1.4291384e-06;6.560692e-07;1.0678484e-06;0.00018310496
kingdom;0.00076611416;3.1601714e-05;1.7429637e-06;2.3009448e-05;1.1480138e-06;3.6075633e-06;6.1502496e-06;1.754293e-06;6.116229e-05;2.4487133e-06;6.1170795e-05
monosodium;5.292383e-07;6.1758783e-07;7.1172485e-07;1.1887188e-05;7.254698e-07;6.521675e-07;7.634699e-07;4.8066257e-05;6.6038353e-07;8.8341096e-07;1.0073458e-06
highway;5.4267784e-06;1.3222863e-06;2.2513797e-05;4.1883126e-05;2.382445e-06;4.399606e-06;4.198172e-05;4.693288e-05;1.3818321e-05;0.0005992095;8.726781e-06
accomplishment;9.051598e-07;6.3782236e-06;7.779399e-07;1.915955e-05;4.4064793e-05;2.6783503e-06;1.1835933e-05;2.5819115e-06;8.39399e-07;1.2096581e-06;1.2408764e-06
tendency;7.8909026e-05;7.486288e-05;1.0078048e-05;1.5408461e-06;6.944891e-06;1.3736221e-05;1.8327254e-06;2.382455e-06;1.1537379e-06;4.689101e-06;5.9872305e-06
suspicious;2.9901614e-05;1.8373119e-06;1.7091019e-05;1.3495664e-06;9.581144e-07;3.0609575e-05;1.0861734e-05;3.2223692e-05;2.5237591e-06;2.5987263e-05;1.3518192e-06
affiliate;5.734871e-06;1.3860058e-06;1.3295629e-06;7.4741215e-06;6.1565894e-05;6.0185407e-06;2.2134935e-05;1.5091349e-05;2.5375992e-05;1.4796974e-06;3.482604e-05
philly;5.174659e-07;6.9567307e-07;2.1556748e-06;1.7561289e-06;0.00033773648;6.5399115e-07;8.001355e-07;9.858484e-07;6.8304905e-07;9.3099525e-06;8.206355e-07
belly;6.172783e-07;6.766006e-07;7.194232e-07;9.637667e-06;7.1958664e-07;7.343671e-07;8.502814e-07;5.2491927e-05;6.6511444e-07;1.1164645e-06;2.176204e-05
conditt;6.77324e-05;9.916878e-07;5.358775e-07;7.078168e-07;5.8737e-07;6.464113e-07;7.07008e-07;6.67926e-07;5.537189e-07;6.663015e-07;7.608777e-07
anti;0.00014826928;0.00038836163;3.1548898e-06;0.00064159353;2.542905e-06;4.3896716e-06;0.0006560126;0.0005827666;2.3328928e-05;1.5000567e-05;0.0018402484
socialist;1.3162163e-06;9.867688e-07;8.781281e-07;1.7740223e-06;9.72861e-07;1.6342802e-06;0.00045411466;9.321672e-06;6.8818696e-07;1.2585028e-06;6.471925e-05
catholic;0.0018063852;3.279526e-06;7.1545077e-07;2.1900487e-06;8.7391516e-07;7.989601e-07;1.181295e-06;1.4477329e-06;1.2498996e-06;1.1004507e-06;6.6343896e-06
thefederal;6.487692e-07;7.066917e-07;1.2209334e-06;8.708089e-07;7.425612e-07;7.980635e-06;0.00013531688;8.4354957e-07;5.99295e-07;8.8469e-07;1.036972e-06
make;0.0047134734;0.0073897936;0.0032026845;0.002143468;0.004445256;0.0044271816;0.005843451;0.0039962707;0.0027398337;0.0047206734;0.0021458352
problem;0.00082802726;0.0018277569;0.010175538;0.0019949884;0.0005734368;0.00060957955;0.0015612985;0.0016442735;0.0032926877;0.003652604;0.000685567
zariski;5.273636e-07;7.542427e-07;8.2516897e-07;9.0887903e-07;7.5366595e-05;2.9940726e-05;1.4300612e-06;6.933187e-07;3.157218e-06;9.348119e-07;8.2741343e-07
proverbial;1.8506857e-05;1.2145466e-05;6.5986137e-07;8.5531326e-07;8.134141e-07;1.3476199e-06;1.917862e-05;9.671178e-07;5.8940543e-07;5.140505e-06;9.66049e-07
levy;7.61838e-07;8.0818404e-07;9.260219e-07;7.243677e-05;1.2647393e-05;2.1850043e-05;2.483234e-06;1.3299647e-06;1.1341688e-06;0.000106294196;4.5187546e-05
resolution;1.6465841e-06;1.4565387e-06;0.0010734326;0.00018599398;1.1194849e-06;3.3771512e-06;0.00023207415;2.2413496e-06;0.00042114937;2.5473253e-06;0.00029153388
kaan;2.708823e-05;2.0205403e-06;6.7794196e-07;1.2448662e-06;3.4950077e-05;8.057572e-07;9.858594e-07;1.2279874e-06;6.165875e-07;9.657138e-07;9.09129e-05
ofmy;1.2590033e-05;1.449339e-06;7.521784e-06;9.301065e-06;4.151788e-05;7.6315e-06;2.525837e-06;5.6512094e-06;3.2929681e-06;1.4771018e-06;2.5977076e-06
gradually;7.252274e-07;7.385611e-07;1.1617465e-06;5.0434282e-05;9.0555307e-07;4.44393e-06;1.072667e-06;3.9590876e-05;1.4466686e-05;4.6336118e-05;2.9156552e-06
adresse;3.806412e-06;2.614499e-05;2.9741757e-05;1.5395535e-06;8.4990177e-07;7.392944e-07;8.373194e-07;8.491795e-07;9.62484e-07;9.931008e-07;2.644929e-06
poke;1.1729601e-06;2.955531e-05;4.1337044e-05;1.2092245e-06;1.2037106e-06;2.6640869e-06;1.0364848e-06;1.3162424e-06;1.2463822e-05;2.2026108e-05;9.231168e-07
elephant;7.656788e-06;4.0949082e-05;1.4365752e-06;4.6871637e-06;1.0510552e-06;9.588815e-06;1.5454746e-06;1.4249956e-06;2.045938e-06;2.0847248e-05;1.1273983e-06
refuse;0.0002920136;0.00020768102;0.00011913104;7.235271e-06;7.51505e-05;0.00011481751;0.00021285216;0.00013364738;2.6689826e-05;3.7647547e-05;0.0004170889
sunnyvale;7.1446465e-07;9.87215e-07;1.6825372e-06;5.5764012e-06;7.341912e-06;0.00013161174;1.4852878e-06;7.2157644e-07;7.853483e-05;1.4905379e-06;1.2054016e-06
generally;0.00023203227;0.0003636643;0.000115790506;0.00016824563;0.00011036815;0.00023754193;0.00025290984;9.1688955e-05;0.00017504259;0.00033175055;0.00016973836
lemur;2.0114241e-05;1.9209425e-05;7.212374e-07;1.0172466e-05;1.0367525e-06;8.15277e-07;9.613088e-07;9.187303e-07;7.501718e-07;1.0853898e-06;9.516098e-07
burner;3.9506226e-06;9.695407e-07;7.709721e-07;9.706782e-06;9.615525e-07;4.7224325e-06;1.9719907e-06;1.8062022e-06;8.752016e-07;2.4754181e-05;1.0967668e-06
naive;3.059072e-05;8.161888e-05;1.5060722e-06;1.7146615e-06;1.8362746e-06;6.931133e-05;9.628504e-05;3.1142433e-06;9.569029e-07;2.110935e-06;2.7669534e-05
ilstu;4.686016e-07;5.202545e-07;0.00011980574;7.816436e-07;7.131307e-07;7.455342e-07;7.1052614e-07;6.937017e-07;1.4249085e-06;2.5841032e-06;7.271662e-07
hostage;7.8703096e-07;2.2635688e-06;8.643376e-07;1.2738601e-06;7.636364e-07;4.0717387e-05;0.00022300375;5.2088744e-06;7.048624e-07;1.1302027e-06;5.202823e-06
magazine;3.6466412e-05;2.053242e-06;0.0005325203;0.0002707047;2.7748479e-06;8.511698e-05;0.00022997685;3.243798e-05;0.00016560714;0.0005242565;0.0004113992
estate;2.0659787e-05;1.6075679e-06;1.9759505e-06;1.9507734e-06;2.2200709e-06;1.6032881e-06;3.7084087e-06;3.469238e-05;2.1910118e-05;2.2486336e-05;7.3185845e-05
humour;1.2234566e-06;1.6918751e-06;1.2370962e-06;1.9291588e-06;0.00011078701;1.0973577e-06;1.6788628e-06;1.27943285e-05;7.722492e-07;1.9030157e-06;3.213485e-06
appearance;4.866607e-05;2.2945613e-05;2.8817162e-06;0.00017100923;0.000119076656;2.1262024e-06;1.5305927e-06;5.1427745e-05;4.2037293e-05;1.0925917e-05;1.6954431e-05
team;1.1178735e-06;1.7260311e-06;2.538233e-06;0.000322191;0.010397681;3.5601263e-06;4.4195563e-06;5.206729e-06;2.2579313e-06;2.7847261e-06;6.0863426e-06
thereby;9.7530334e-05;1.2458038e-05;1.2746762e-05;1.4456527e-05;1.2969297e-06;3.505801e-05;2.5438103e-06;1.583956e-06;1.7047003e-05;6.723563e-06;8.6113156e-05
formal;7.194334e-05;8.395374e-05;1.1781005e-06;7.914369e-05;6.0528105e-06;3.825506e-05;3.6878053e-05;2.4985543e-06;4.3911205e-06;4.921185e-06;2.4098312e-05
dominant;1.5597041e-06;4.8958274e-05;3.889892e-06;1.4616178e-05;2.1233438e-05;1.5083359e-06;7.1375484e-06;1.6737522e-06;2.0335096e-06;3.9479884e-05;7.319073e-06
qualifie;4.035925e-06;2.7812783e-05;7.694443e-07;1.9630795e-06;2.7907712e-05;4.5245206e-06;1.7193333e-05;1.055272e-06;6.786797e-07;1.0269808e-06;2.027982e-06
bowman;5.314374e-07;5.498967e-07;8.0854613e-07;9.455693e-06;9.678425e-07;8.001695e-07;7.5302034e-07;8.589419e-07;8.0284366e-07;0.0001104476;8.672781e-07
ucar;6.454367e-07;1.0065152e-06;4.5628453e-06;1.4855286e-05;0.00014492242;6.7048054e-06;1.1615565e-06;9.767753e-07;8.895802e-05;7.952132e-06;1.170528e-06
serbia;7.2946835e-07;7.101901e-07;6.94793e-07;1.7651253e-06;8.247498e-07;1.1846452e-06;4.0774372e-05;1.2433336e-06;6.2101935e-07;9.0543574e-07;0.0004011447
start;0.00045023655;0.0007625869;0.00033271522;0.0006174027;0.002826504;0.00059573445;0.0017379463;0.0059789596;0.001489714;0.001076929;0.0006370539
intensity;1.2190925e-06;1.0644494e-06;1.8710421e-06;2.8993642e-05;1.0149289e-06;1.7947175e-06;1.792711e-05;2.360763e-06;0.00013317991;8.8482875e-06;1.3999903e-05
writer;0.00032152003;1.631853e-05;5.0566072e-05;8.681754e-05;0.00017840372;1.0716973e-05;5.352955e-05;2.3572152e-06;0.00011062061;4.125945e-05;0.00015166312
wallet;3.3681576e-06;2.1127717e-06;1.00856105e-05;6.307094e-06;8.107453e-06;1.9129508e-05;2.192957e-05;0.00015185784;2.765378e-06;1.3130595e-05;1.5257801e-06
pedal;6.246821e-07;5.602747e-07;1.2473186e-06;9.707269e-07;1.1044121e-06;9.387898e-07;7.5738626e-07;9.969793e-07;9.252129e-07;0.00043796797;7.340159e-07
afew;1.8140909e-05;2.8974277e-05;1.2530581e-05;2.8173261e-05;1.4996315e-06;8.599836e-06;8.850416e-06;8.556675e-06;4.687215e-06;1.0868779e-05;3.535961e-05
sighted;7.415065e-07;1.3133982e-06;1.32160885e-05;1.897579e-06;1.9706129e-05;1.2970023e-06;1.5329738e-06;7.6133176e-05;7.9398535e-07;2.7320732e-06;1.12535035e-05
crawford;6.7225363e-07;7.4425856e-07;2.3946402e-06;2.0733569e-05;1.8339662e-06;2.3329294e-05;1.0971133e-06;8.1392426e-07;1.8431616e-05;4.3033488e-06;1.0776582e-06
museum;2.0704076e-05;1.4562457e-06;2.2959143e-06;0.00013005715;3.8264574e-05;1.9670404e-06;5.1879553e-05;3.3958436e-06;8.464566e-06;3.48752e-06;0.00026204978
understand;0.0018473319;0.0020937028;0.0002717096;0.000501023;0.00033051564;0.00047868057;0.00046147965;0.0011953906;0.00018747512;0.00032548132;0.00045284696
virginity;5.781783e-05;9.86416e-07;1.0794168e-06;6.84338e-07;6.528229e-07;6.503024e-07;7.1864457e-07;7.9622316e-07;5.71054e-07;6.914393e-07;9.156335e-07
mitigate;5.2110586e-06;3.2842552e-06;2.4426831e-06;3.8403687e-06;1.0114427e-06;1.6038737e-06;2.6743763e-05;2.833806e-05;1.0681877e-06;1.4965373e-06;2.7729247e-06
craig;1.024905e-06;1.2647112e-06;0.00022921624;7.2947273e-06;0.00055712974;0.00030522654;3.287902e-05;2.518912e-06;5.6022356e-05;0.0006808936;1.5953771e-06
deport;7.67461e-07;7.050021e-07;6.1306383e-07;9.304831e-07;5.632816e-06;7.155517e-07;7.975628e-07;7.905039e-07;5.2322764e-07;7.1998556e-07;7.545503e-05
indication;0.00011413113;4.544447e-06;2.3824061e-05;9.711422e-05;4.249183e-05;4.8498543e-05;0.00013037569;3.3580898e-06;2.4239052e-05;7.863075e-05;1.9669358e-05
wittgenstein;5.1343727e-06;4.7450652e-05;6.797644e-07;9.4089216e-07;1.1536209e-06;9.0503227e-07;2.1033393e-06;8.540858e-06;5.959472e-07;1.1832027e-06;9.183068e-07
incidentally;1.9657798e-05;2.1052985e-05;1.6818163e-05;4.630741e-06;4.4273133e-05;5.8768423e-05;5.102382e-06;4.6465437e-05;1.6835053e-05;1.4853387e-05;1.7123213e-05
squad;2.2011614e-06;5.3794247e-06;5.382261e-06;1.33478e-06;1.5835007e-05;1.3301908e-06;0.00011174064;2.5020402e-06;8.1871195e-07;1.1157706e-06;5.9689693e-05
ordinary;4.4448534e-06;0.00014986239;2.4028413e-06;4.313441e-05;1.1214837e-05;0.00015535911;0.00010690494;0.00012242363;7.7356135e-06;4.9495615e-05;4.9825735e-06
afterthe;4.543476e-06;1.6245688e-06;1.0566752e-06;1.4499267e-06;8.222994e-07;4.5367137e-06;1.5920853e-06;8.635674e-05;1.5499336e-06;1.1741482e-06;1.976787e-05
revisionism;2.6830717e-06;7.6407366e-07;5.903857e-07;9.981055e-07;6.405211e-07;7.024355e-07;8.5366065e-07;8.2765206e-07;5.367324e-07;6.7855086e-07;0.00017449367
netter;6.6154615e-05;4.1644244e-06;0.00026238672;2.7644496e-06;1.4425599e-05;2.3383677e-06;2.2872503e-06;4.904923e-06;0.000108583845;0.000116004856;0.0001152001
territory;2.8872366e-06;1.1171579e-06;1.0143868e-06;2.3663185e-06;9.279475e-07;9.958451e-07;1.7434767e-06;1.4290225e-05;3.964959e-06;1.1745201e-06;0.0015113078
outward;1.1782171e-05;1.5036029e-06;7.7014613e-07;0.00016423494;8.4287376e-07;8.409562e-07;1.3973229e-06;2.4120094e-05;1.1977861e-06;1.8456977e-06;1.3352076e-06
fist;1.4964008e-06;1.9416526e-05;1.3346445e-06;2.2651197e-05;5.763854e-06;3.977041e-06;3.6793301e-06;0.00014156969;1.0429696e-06;2.837982e-06;1.0353711e-05
investigate;1.8530929e-05;2.969652e-05;3.011026e-05;0.000147535;1.5279452e-06;7.48333e-05;0.00018369776;3.4929617e-05;1.573808e-05;2.8987374e-06;0.0001456945
variety;8.476754e-05;3.1633208e-05;0.000116219475;0.00015504872;1.7388227e-05;2.2588778e-05;0.00014119582;2.1337949e-06;0.00032974622;5.227896e-05;1.7778006e-05
month;1.675975e-05;7.873197e-06;0.0011548068;0.0009053824;0.0004457701;0.00039255287;0.000556194;0.0016872457;0.00015616692;0.0009107949;0.00040497357
formulate;5.303244e-06;6.89608e-05;7.856805e-07;1.1054956e-06;9.4180484e-07;3.9844173e-05;2.2617125e-05;1.1824494e-06;9.305071e-07;1.0040743e-06;2.4886724e-05
nagle;7.176209e-07;7.6737075e-07;1.1063295e-06;1.120861e-06;1.0803346e-06;0.00019301115;3.0981606e-05;9.657168e-07;1.5320707e-06;5.9565795e-05;1.1751855e-06
update;1.2715034e-06;2.243436e-06;0.0003830261;0.00047653753;0.00053443614;1.4448568e-05;7.611091e-05;2.6478576e-06;0.0007664633;1.534418e-05;1.693704e-05
louis;2.5110729e-05;4.2793117e-06;1.5337232e-06;0.00012226567;0.0009741074;3.2056923e-05;4.8441248e-06;3.0691854e-06;4.5829956e-06;7.265691e-06;5.116624e-06
