;0;1;2;3;4;5
belly;2.0161303e-06;4.7764555e-05;3.2915589e-06;1.0194098e-06;1.2307296e-06;1.9583565e-06
conditt;9.1327286e-07;1.0906567e-06;1.1505432e-06;8.062795e-07;2.817274e-05;9.641377e-07
anti;0.00053340435;0.0011137469;4.2547927e-06;1.32643845e-05;0.00023133277;0.0004676414
socialist;0.00025446503;3.2026193e-05;1.5227635e-06;1.0574316e-06;2.2299855e-06;1.1271079e-05
catholic;2.293788e-06;4.744415e-06;1.5071083e-06;1.2366402e-06;0.0014061789;1.8385796e-06
thefederal;9.285953e-05;1.5943914e-06;1.4010345e-06;9.582579e-07;1.4259703e-06;3.696603e-06
make;0.00718242;0.002180904;0.0040495284;0.0035656092;0.005369832;0.003751674
problem;0.0012588488;0.0007390173;0.0019609274;0.0050247386;0.0011678652;0.0021242115
zariski;1.4864936e-06;1.4711999e-06;3.1608186e-05;2.8669863e-06;1.1809404e-06;2.0412304e-05
proverbial;8.664817e-06;1.3636394e-06;2.3084158e-06;9.499869e-07;1.908799e-05;1.6884842e-06
levy;2.4411402e-06;9.287382e-05;3.0354713e-05;1.7625717e-06;1.3626989e-06;1.39029335e-05
resolution;0.000119583776;0.00026283963;2.23457e-06;0.0007232439;2.8982352e-06;2.6883704e-06
kaan;3.702724e-06;3.5458692e-05;1.2459223e-05;1.2227342e-06;2.2436507e-05;1.5073016e-06
ofmy;1.9153238e-06;2.6891632e-06;1.7503582e-05;4.5651477e-06;4.6470864e-06;1.6396421e-05
gradually;2.2429047e-05;3.592645e-05;2.1035612e-05;8.646158e-06;1.6915287e-06;7.2023577e-06
adresse;1.5675128e-06;1.2518455e-05;2.077718e-06;1.9752533e-05;1.1072341e-05;2.1317971e-06
poke;1.3183086e-06;1.6017678e-06;4.653916e-06;2.1084192e-05;9.494482e-06;2.486168e-06
elephant;1.576565e-06;4.1595854e-06;1.1470003e-05;2.8482993e-06;2.479439e-05;5.1701445e-06
refuse;0.00020890844;0.0002871576;5.9714286e-05;4.8874845e-05;0.00027459537;0.00012648168
sunnyvale;1.4173944e-06;2.4476344e-06;4.4260396e-06;3.8536222e-05;1.2843778e-06;6.452575e-05
generally;0.00020806502;0.00013949747;0.0001777772;0.0001525442;0.0002675992;0.00024450835
lemur;1.1202915e-06;2.1651485e-06;1.950265e-06;9.632561e-07;2.6633394e-05;1.3340638e-06
burner;2.2315996e-06;1.8671727e-06;1.760881e-05;1.1201836e-06;2.6340758e-06;9.314474e-06
naive;4.657838e-05;2.3293553e-05;2.269833e-06;1.4050491e-06;6.150019e-05;5.399335e-05
ilstu;9.2452746e-07;1.245872e-06;9.286411e-06;4.6879748e-05;9.7874e-07;1.3362945e-06
hostage;0.00020760503;3.5005482e-06;1.5277192e-06;1.0786764e-06;1.823769e-06;1.1575204e-05
magazine;0.00017136055;0.00035624125;0.0003628212;0.0002244954;1.577822e-05;9.5765616e-05
estate;1.3642719e-05;5.7585992e-05;1.8436242e-05;1.7761715e-05;1.7229231e-05;2.2510674e-06
humour;3.1213128e-06;6.526287e-06;4.666725e-05;1.195271e-06;2.2474649e-06;1.5180257e-06
appearance;1.3357612e-05;7.0211085e-05;0.00014356947;3.1840507e-05;5.474637e-05;6.796296e-06
team;8.277328e-06;0.0002031494;0.0043288893;4.7622375e-06;2.4811395e-06;3.353436e-05
thereby;2.3535486e-06;4.794704e-05;4.047175e-06;2.0545947e-05;7.563618e-05;2.4293427e-05
formal;2.7779026e-05;3.2278283e-05;3.5349374e-06;2.4878182e-06;8.960074e-05;7.116995e-05
dominant;4.881258e-06;1.8366383e-05;3.3995777e-05;2.9989849e-06;1.3626248e-05;3.9860693e-06
qualifie;1.4967221e-05;3.9370657e-06;1.2423611e-05;1.1955766e-06;6.4654646e-06;1.9174131e-05
bowman;1.1180597e-06;1.3528985e-06;8.375156e-05;1.3423295e-06;1.0778683e-06;6.965519e-06
ucar;1.3885036e-06;4.0851937e-06;7.77918e-05;6.573932e-05;1.2806096e-06;3.4516431e-06
serbia;2.7658352e-05;0.00021675887;1.5102103e-06;1.071102e-06;1.5190888e-06;1.913659e-06
start;0.0028419693;0.0007330054;0.0018343808;0.0015129145;0.0005505145;0.0005701139
intensity;1.0695266e-05;2.1736758e-05;2.4592252e-06;6.8692476e-05;2.062238e-06;7.56848e-06
writer;1.1482812e-05;0.00015421027;8.266996e-05;9.729824e-05;0.00028605034;9.259367e-06
wallet;4.883179e-05;1.7357485e-06;9.839805e-06;4.6986474e-06;2.5483414e-06;2.724853e-05
pedal;8.610544e-07;1.2690617e-06;0.0001344552;1.5034983e-06;9.676243e-07;1.0758051e-06
afew;4.1871235e-06;3.7707607e-05;7.857908e-06;8.450725e-06;2.4146353e-05;9.220666e-06
sighted;6.280725e-06;2.128045e-05;2.3503495e-05;3.3214071e-06;1.4087929e-06;2.4762178e-06
crawford;1.1226144e-06;6.675357e-06;4.320207e-06;1.29904665e-05;1.1403183e-06;1.2639403e-05
museum;2.51766e-05;0.00028167904;5.3277045e-06;7.2779035e-06;5.9664503e-06;2.4203664e-06
understand;0.00064942456;0.00040703538;0.00031003155;0.00021092327;0.0018102911;0.00054701517
virginity;1.0382357e-06;1.1834778e-06;1.1890947e-06;9.28772e-07;3.22922e-05;9.602423e-07
mitigate;1.331597e-05;6.75644e-06;1.9271704e-06;3.1180107e-06;6.4295773e-06;1.1920605e-05
craig;3.7297992e-05;4.529748e-06;0.000677848;0.00010614095;2.5600948e-06;0.00014484723
deport;1.1726343e-06;5.5731973e-05;2.3771454e-06;9.290005e-07;2.3857222e-06;1.1434589e-06
indication;0.000103640865;3.4558598e-05;4.1218616e-05;2.7776696e-05;7.365736e-05;5.301256e-05
wittgenstein;2.7468786e-06;1.4303786e-06;1.883686e-06;1.0934939e-06;4.3232267e-05;2.101693e-06
incidentally;2.6219563e-05;1.9789324e-05;2.2153386e-05;1.2276264e-05;1.6421289e-05;4.4697645e-05
squad;6.884912e-05;5.1625288e-05;4.496199e-06;1.5161462e-06;4.347359e-06;2.8956865e-06
ordinary;9.406315e-05;2.9033743e-05;2.3286088e-05;1.0020617e-05;6.4324544e-05;0.00012239914
afterthe;5.55629e-06;1.9902629e-05;1.5815114e-06;1.462916e-06;1.0320119e-05;1.3789387e-05
revisionism;1.2673481e-06;9.98589e-05;1.3499122e-06;9.624224e-07;3.003913e-06;1.2237317e-06
netter;3.837844e-06;5.173411e-05;8.085917e-05;0.00015379027;5.3297426e-05;3.7974303e-06
territory;4.0967575e-06;0.0009539879;1.7968995e-06;2.3218847e-06;3.6730376e-06;1.944504e-06
outward;3.264912e-06;9.8374374e-05;3.270193e-06;1.4893444e-06;1.1298086e-05;3.134821e-06
fist;3.1165153e-05;8.509878e-06;4.7125846e-05;2.2203635e-06;1.1834112e-05;2.808803e-06
investigate;0.00019862082;0.00014450598;2.8258066e-06;2.2021299e-05;1.756718e-05;0.00014061855
variety;8.0112775e-05;4.143537e-05;2.1267473e-05;0.00022365601;6.0298422e-05;9.25521e-05
month;0.0007357674;0.0007070783;0.0011103906;0.00037946174;3.4904173e-05;0.00091426517
formulate;1.2940284e-05;1.4596424e-05;1.66268e-06;1.498231e-06;3.7543938e-05;2.3053513e-05
nagle;2.4091294e-05;1.9813326e-06;3.4532004e-05;3.7750965e-06;1.412518e-06;9.21366e-05
update;6.5523e-05;0.00021577619;0.00020589869;0.0006275196;3.522318e-06;8.045392e-05
louis;7.936279e-06;5.730003e-05;0.00048599183;9.466935e-06;2.2757265e-05;3.7784128e-05
administer;3.723395e-06;2.0261039e-05;2.421073e-06;2.7591343e-06;1.4109873e-05;0.00010429976
rational;9.508756e-05;1.6371143e-05;1.6764832e-05;2.0681848e-05;0.00013608794;8.270441e-05
krehbiel;8.7232496e-07;1.212565e-06;1.6148169e-06;4.6455476e-05;9.8639e-07;1.2505698e-06
creature;1.1201168e-05;2.9016178e-06;1.8690823e-06;1.3558592e-06;0.00016754818;6.310668e-06
aardvark;9.271639e-07;1.0669311e-06;0.00010036845;1.0492987e-06;9.816274e-07;9.849282e-07
preach;1.6404934e-05;1.7427647e-05;1.7229305e-06;1.3851933e-06;0.00030206397;9.111995e-06
veal;0.00033799818;1.7081946e-06;1.3895179e-06;9.1207784e-07;1.6087278e-06;2.5227257e-06
diego;2.5130303e-06;6.288917e-06;0.00033906818;8.625265e-05;1.8678038e-06;5.0267758e-05
vilayet;1.1027053e-06;6.867321e-05;1.3047712e-06;9.4585556e-07;1.0500637e-06;1.1397409e-06
thefollowing;3.4706086e-06;2.1698472e-06;2.7629028e-06;1.9937834e-05;9.366031e-06;1.5981673e-06
veil;1.2753874e-05;5.43372e-05;1.6277601e-06;1.2475987e-06;1.326366e-05;1.6254678e-05
reliable;3.6148296e-05;6.6504515e-05;0.0002086608;4.6684116e-05;9.187929e-05;6.7083274e-05
marlin;1.1539469e-06;1.2782396e-06;0.00018411732;1.0543664e-06;1.0029414e-06;1.0764948e-06
corp;7.0848505e-06;0.00022217215;0.0003456495;0.00029813507;3.194648e-05;0.00013763475
oven;5.50148e-05;1.6833754e-06;3.3457665e-05;1.0584123e-06;1.640831e-06;1.4465238e-06
scripture;1.9225818e-06;2.8829622e-06;1.6936878e-06;1.3890136e-06;0.0015636156;2.016894e-06
distinction;2.7206059e-05;2.8649345e-05;2.7187311e-06;2.4525114e-06;0.00022970996;0.00010549847
concussion;5.650308e-05;1.4543275e-06;1.3348853e-06;9.560681e-07;1.6239233e-06;1.4226844e-06
greig;0.00011298396;1.6758454e-06;4.78194e-06;1.0171083e-06;1.419398e-06;1.5070688e-06
oppression;1.2722453e-05;3.7249447e-05;1.5028943e-06;1.1057962e-06;4.1105523e-05;1.7310032e-06
brook;3.2220344e-06;2.2903425e-06;0.00016476303;1.7960838e-05;6.9189796e-06;2.6034497e-06
uiuc;0.00039531238;0.0004960388;0.0017643104;0.00046585337;0.00034960164;4.000415e-05
embed;1.4610032e-06;4.711927e-06;3.2744406e-06;6.53767e-05;1.0239373e-05;5.3093943e-05
attention;0.00023165879;0.00011176321;0.00022274781;1.3855104e-05;0.00014156415;0.00015821986
mourn;1.3203804e-05;1.9482288e-05;1.4802632e-05;1.2382321e-06;1.5018885e-05;1.4430667e-06
utkvx;5.381159e-06;1.7455459e-06;1.3685183e-05;8.424677e-05;1.3180914e-06;2.2616036e-06
quote;0.00027571886;0.00046939176;0.00024190047;0.00010840318;0.0013177516;9.024085e-05
documentation;4.11209e-06;2.6352169e-05;2.6375055e-06;0.00057221216;1.409249e-05;7.9328536e-05
worldwar;1.0192211e-06;4.8637972e-05;1.2233147e-06;8.7682895e-07;1.0469918e-06;1.0742847e-06
definite;2.2414775e-05;4.455081e-05;3.599301e-05;1.9903106e-05;2.3194241e-05;4.0976396e-05
successor;1.6069716e-06;4.877151e-05;2.3508628e-05;8.085639e-06;6.4752144e-06;1.8966628e-05
alas;3.0513234e-05;2.2257525e-06;3.4376405e-06;2.668724e-06;4.666596e-06;4.0713294e-06
oscs;1.680184e-06;1.2738586e-06;5.2562704e-05;1.0965778e-06;1.0524317e-06;1.1641083e-06
occasional;4.982032e-06;4.6241425e-05;1.5577936e-05;1.7343962e-05;2.5720665e-05;1.1534992e-05
mediot;7.9311945e-07;1.0269935e-06;6.540184e-05;9.0833396e-07;8.78819e-07;9.1454984e-07
constraint;4.419571e-06;8.6996464e-05;3.1012662e-06;6.0103383e-05;1.4957585e-06;4.820681e-06
wesleyan;1.6298123e-06;5.77539e-06;4.1049483e-05;1.4228715e-06;2.4246085e-05;4.4783428e-05
england;0.00020685878;9.972643e-05;1.1958601e-05;8.424071e-05;5.5057095e-05;0.00011442725
disconnect;1.248914e-06;3.363181e-06;5.1859348e-05;5.930034e-05;1.5544487e-06;1.6468289e-06
enhanced;2.851479e-06;1.2685197e-06;1.505297e-06;3.9099647e-05;1.1040123e-06;1.3774646e-06
asleep;1.5630338e-05;1.527844e-05;5.378257e-05;1.6771728e-06;1.3442084e-05;9.153181e-06
presumption;4.2092283e-06;1.4867713e-06;8.45385e-06;9.595283e-07;3.255671e-05;3.816866e-06
cleveland;0.00020629485;0.00030931426;0.0004036886;0.00018272699;6.36686e-05;3.6072747e-06
heck;2.3854931e-05;2.6778913e-05;0.00029094677;9.636025e-06;4.8142683e-05;5.6807385e-06
frozen;3.0321504e-05;1.5678706e-05;7.28823e-06;5.038373e-06;4.1943704e-06;2.5270443e-05
stuart;1.5469312e-06;2.5516612e-05;3.7289194e-06;6.675237e-05;1.1233403e-05;4.538921e-06
fuse;2.6509067e-06;6.11061e-06;0.00012032767;1.9480926e-06;4.5296783e-06;2.2200114e-05
dense;5.1676598e-06;5.346339e-05;4.08492e-06;1.5561527e-06;4.6381006e-06;2.606901e-05
robinson;3.0267925e-06;2.4286841e-05;0.00016623088;6.9707444e-06;1.5011454e-05;2.4680346e-06
default;1.9741506e-06;3.0671315e-06;3.3808205e-06;0.0007833074;2.4528215e-05;5.50316e-06
pertinent;1.5620986e-06;1.4645393e-05;6.5995587e-06;3.5452053e-06;3.8515172e-05;2.3164584e-06
prabhakar;1.0766516e-06;8.532283e-05;1.2740771e-06;9.59876e-07;1.1835325e-06;1.200383e-06
pose;8.019104e-05;4.1495678e-05;4.6124616e-05;3.511047e-06;8.956152e-05;9.353499e-05
mightbe;3.9025676e-06;1.2483613e-05;3.7362952e-05;1.8316244e-06;8.889493e-06;1.21847925e-05
reasoning;2.7568238e-05;9.67236e-06;6.921029e-05;2.5753302e-06;0.00027434138;6.815993e-05
outlaw;0.0001634528;6.8977392e-06;1.7465647e-05;1.3924566e-06;1.9884517e-05;9.307619e-05
looking;8.974579e-07;1.1495409e-06;2.1735616e-05;4.7299905e-06;2.8197967e-06;1.1366365e-06
disappointing;1.0325954e-06;1.918477e-06;2.8141189e-05;1.2073922e-06;1.0288878e-06;2.5592865e-06
gandler;9.598641e-07;1.2425875e-06;4.412326e-05;2.167872e-06;1.0795719e-06;2.3806879e-06
theway;3.767294e-06;1.9066896e-05;3.1692613e-05;4.0673103e-06;8.235366e-06;1.6127647e-06
agony;1.253972e-06;7.3925976e-06;1.255823e-06;8.872561e-07;2.1430085e-05;1.1531462e-06
aprogram;8.9819343e-07;1.184476e-06;1.5254234e-06;2.3875098e-05;9.717052e-07;1.5846266e-06
billy;3.2626056e-06;1.5288359e-06;0.00013910694;1.034706e-05;2.235573e-06;1.4570419e-06
anatomy;1.4575087e-06;3.2392275e-06;8.046812e-06;9.842905e-06;1.7904413e-06;1.5492325e-05
milwaukee;1.3621047e-05;1.7184558e-06;0.00020790401;1.6822493e-06;1.2580832e-06;1.8034671e-06
newsweek;2.7091606e-05;1.11168765e-05;2.1756696e-06;1.5047677e-06;1.5013422e-05;1.7584805e-06
equipment;0.00016184113;8.2031314e-05;0.00039026956;0.00013576294;2.263345e-06;0.0004036477
liable;8.794606e-06;2.338917e-06;5.871182e-06;2.0655032e-06;1.920407e-05;6.505547e-05
vera;6.5824665e-06;1.7689993e-06;1.4230176e-06;1.0422199e-06;0.00014434644;4.5035326e-06
notoriously;2.6293794e-06;1.4961988e-06;1.6571963e-06;4.575916e-06;5.891939e-06;2.6518896e-05
bream;8.374711e-07;1.0369552e-06;6.337223e-05;9.90854e-07;9.2792754e-07;9.5173175e-07
founder;3.080292e-06;7.418609e-05;1.8333487e-06;1.2408967e-06;8.228552e-05;1.2230277e-05
absent;2.1370527e-06;4.1846083e-06;1.038742e-05;6.566926e-06;1.559382e-05;3.3170854e-05
partially;1.6287746e-05;3.7706617e-05;6.7916085e-06;4.9489176e-06;1.7272567e-05;7.820311e-05
specialist;9.194321e-06;5.3093518e-05;5.360015e-06;5.233858e-06;1.8765954e-06;0.00015638494
funny;0.00047596896;3.7361337e-05;0.0001393646;2.4537045e-05;6.404999e-05;4.376106e-05
hollow;1.5961237e-05;2.5902096e-05;4.621986e-05;2.39245e-06;6.136395e-06;6.5992876e-06
partof;1.9098063e-06;2.7829403e-05;1.975425e-06;1.3394005e-05;3.6949925e-05;1.9465865e-06
prominent;2.0726895e-06;6.2767846e-05;1.4310962e-06;1.1670215e-06;1.9266285e-05;8.660969e-06
athiest;1.028047e-06;1.2744358e-06;1.26817e-06;8.9417904e-07;8.6064996e-05;1.0654438e-06
preprocessor;8.8985496e-07;1.2091942e-06;1.4470033e-06;4.1629995e-05;1.0092241e-06;1.3149827e-06
gary;2.0813814e-05;2.4238909e-05;0.00083290896;5.727906e-05;2.6973192e-05;0.0004990857
spook;4.161574e-05;1.980745e-06;1.6165119e-06;1.2374802e-06;2.1185065e-06;0.00015171227
bunk;3.0612537e-06;3.3434749e-06;8.311142e-06;2.7066455e-06;5.8104424e-06;2.7214666e-05
simply;0.0006835423;0.0003180836;0.0002815082;0.00038946676;0.0013792216;0.00037656678
colored;2.1880528e-06;3.4377329e-06;3.275318e-05;1.2207302e-05;1.3314849e-06;3.8031856e-06
odometer;9.212489e-07;1.3502253e-06;0.0002630713;1.1966214e-06;9.908438e-07;1.2432588e-06
comparable;2.1604123e-05;0.000107783766;0.000121955345;7.7377335e-05;2.8256787e-05;3.447493e-05
small;0.0005055384;0.0010601301;0.00077623106;0.0009250634;0.00015799965;0.00050707476
barry;2.3018301e-06;2.9978391e-06;0.00042425998;4.0824e-05;1.2937763e-06;2.3116022e-06
imprisonment;2.8413077e-05;3.3163724e-05;1.3576326e-06;1.0696056e-06;6.258693e-06;2.0072196e-06
option;0.0006995945;0.0003372412;0.00014273275;0.0006931775;1.9070767e-05;0.00011341383
genesis;3.816556e-05;1.9836554e-05;6.745214e-05;4.7759345e-06;0.0002248627;1.5612724e-05
negotiable;3.9942915e-06;4.236096e-06;4.394397e-05;3.2369662e-06;2.0211573e-06;9.193069e-06
uiowa;1.8486431e-06;4.17209e-05;2.198848e-06;4.698549e-05;1.3045641e-06;3.283368e-05
telex;9.273744e-07;5.5582236e-06;1.3558562e-06;1.5876185e-05;9.98595e-07;1.5580254e-06
descent;3.1426694e-06;3.0070118e-05;2.3862454e-05;1.3723153e-06;4.2934873e-05;2.0467457e-06
thenumber;3.7185848e-05;1.2819179e-05;2.2498516e-05;6.154856e-06;1.0554033e-05;8.621791e-06
headline;1.5488231e-05;3.098099e-05;2.2697757e-05;1.7820988e-06;2.9808307e-05;1.7896082e-06
safety;0.000608617;0.00013678042;0.00019638317;2.964727e-06;4.1391527e-06;0.0005206215
parkway;1.709016e-06;5.184682e-06;7.757237e-06;1.3539831e-05;1.1266732e-06;1.4185015e-05
afflict;1.5034136e-06;2.2622328e-06;1.516309e-06;1.1628089e-06;5.8352957e-06;3.0223524e-05
atla;1.522793e-06;4.5592147e-05;1.4653606e-06;1.1797864e-06;1.0596891e-05;2.0967163e-06
limbaugh;0.0002800281;4.6021807e-05;4.7912135e-06;1.7578415e-06;1.0666502e-05;3.7970824e-06
battery;2.4107726e-06;4.354671e-05;0.00083780364;6.262462e-06;1.2877041e-06;2.4357698e-06
kelso;1.878477e-06;6.810796e-05;1.2867888e-06;1.3055994e-06;1.1033083e-06;1.2192678e-06
hilbert;9.895234e-07;1.3223075e-06;6.6138296e-06;9.841299e-07;2.7922779e-05;1.0860114e-06
tackle;2.6389655e-06;1.0377387e-05;2.1582216e-06;2.4292426e-06;2.2454508e-06;8.935075e-06
efficacy;1.0786608e-06;1.2582327e-06;1.3492918e-06;9.929635e-07;2.7527549e-06;2.94626e-05
benjamin;8.617466e-06;4.3977514e-05;2.9618888e-05;1.6818032e-05;1.9774589e-05;2.4025057e-06
politically;0.00010119692;2.0968226e-05;2.021276e-06;1.4001293e-06;5.1582196e-05;1.3570262e-05
