;0;1;2;3;4;5;6;7;8;9;10;11;12;13
brush;1.913696e-06;9.831917e-07;1.1107907e-06;4.822536e-05;4.1682026e-05;1.2884224e-06;1.1226332e-05;3.316307e-05;3.3315442e-05;1.4039643e-06;1.8830923e-06;1.3305402e-06;3.4695943e-06;9.212528e-07
gregory;0.00052292383;0.00017491322;1.2428194e-06;1.17006375e-05;1.4790877e-06;9.506919e-06;1.7742626e-06;2.8442007e-06;1.7211122e-06;1.8465696e-06;2.7917517e-06;1.4750733e-06;4.377583e-05;0.00012216228
steam;1.4862434e-06;1.0856382e-06;8.7893403e-07;9.247677e-07;2.903994e-06;4.371619e-06;1.0168009e-06;2.5645359e-05;1.1678882e-06;1.6463357e-06;0.0004561145;1.0353218e-06;1.2167801e-06;1.0635918e-05
badly;2.1805588e-06;2.9950859e-06;6.242814e-05;6.111709e-06;2.5525994e-06;6.381195e-05;3.542821e-05;2.0605316e-06;0.00025202282;0.00025942922;2.4063664e-05;2.4845272e-06;7.795331e-06;4.9636004e-05
david;0.0046851146;0.0011423855;0.0032237102;0.0005034573;0.00048719285;0.0018172156;0.00064286235;0.0022183268;0.0020679394;2.436934e-05;0.00076161674;0.0013337894;0.0014290087;0.0006281377
lourde;1.0930763e-06;5.8338526e-07;5.6646485e-07;8.153438e-07;1.0962754e-06;7.6481575e-07;8.412983e-07;1.3651675e-05;6.165711e-07;4.4418667e-07;1.2715142e-06;1.0362445e-06;7.5771386e-05;6.5278283e-07
connecticut;4.8897546e-06;9.0235744e-07;2.5213208e-06;1.047989e-06;9.929529e-07;4.410097e-06;4.0708182e-05;2.0934136e-05;1.1337116e-06;8.442247e-07;1.866659e-05;5.0837185e-05;9.831191e-07;1.3800487e-05
energia;1.1764254e-06;6.501222e-07;5.4184784e-07;5.874762e-07;4.837222e-07;7.59838e-07;6.984752e-07;8.8521256e-07;6.5397546e-07;3.6991418e-07;8.9045363e-07;7.083732e-07;5.53774e-07;0.000151618
middle;4.2018768e-05;0.00011450519;6.2075196e-05;2.7659999e-05;0.00016880665;0.0002575814;0.0008083735;8.5330985e-06;0.00012881312;0.0002543636;0.00028854085;0.00020094447;0.00017942871;6.380769e-05
asic;1.5486147e-06;4.534025e-05;4.2723226e-05;8.892497e-07;5.5108836e-07;9.2199684e-07;7.408729e-07;9.047031e-07;7.0830527e-07;5.828459e-07;1.1853385e-06;6.955285e-07;5.382411e-07;7.817997e-07
tokyo;0.00013524332;2.2604604e-06;1.081529e-06;6.8823974e-05;6.427778e-07;4.955853e-06;1.1389758e-06;1.5341483e-06;8.918715e-07;7.913215e-07;1.1575898e-06;4.1340943e-05;8.2701473e-07;3.331314e-05
testimony;1.221786e-06;6.628745e-07;1.1871286e-06;1.0175472e-06;9.552869e-05;3.3913116e-06;4.7031845e-05;5.453225e-06;0.0002129244;2.1072283e-06;1.3521019e-06;5.7047233e-05;0.00020994701;1.0524299e-06
matter;9.168342e-06;0.0001247513;0.00059900444;4.7060985e-05;0.0022964152;0.00039540872;0.00038905136;0.00034257787;0.0009025193;0.0010194916;0.00037784915;0.00046068558;0.0010362752;0.0005364105
telecommunication;2.383242e-06;1.2654881e-06;0.00035449196;3.9403335e-06;6.967014e-07;9.3017957e-07;9.608066e-07;1.1380997e-06;8.5365525e-07;7.218558e-07;1.3176189e-06;1.2551886e-06;6.208271e-07;0.00011646661
idle;2.10333e-06;8.917478e-05;6.5028784e-05;0.000104655584;2.3931489e-05;0.00030696677;1.5692958e-06;2.7414485e-06;5.102839e-06;2.6670525e-06;0.00033401427;1.5053705e-06;6.395031e-05;1.5689717e-06
diving;3.610678e-06;9.835387e-07;9.3899035e-07;1.9202023e-06;8.0006436e-07;1.4480411e-05;1.4228423e-05;1.3886971e-06;1.0057547e-06;1.2021715e-05;1.1274373e-06;1.6461345e-06;7.931387e-07;6.126687e-05
timmon;9.910661e-07;5.4257924e-07;6.693953e-07;6.034681e-07;0.00022970444;7.190209e-07;7.196994e-07;1.4598725e-06;8.7593753e-07;6.3960874e-07;9.414568e-07;7.030664e-07;1.1521362e-06;5.3602923e-07
province;2.5084678e-06;8.390331e-07;1.1384822e-06;9.4451013e-07;1.0069576e-06;1.7698499e-06;0.00031772742;1.7521887e-05;1.3796777e-06;1.1485814e-06;4.280388e-05;0.00016003542;1.2727252e-06;8.711423e-07
oscar;3.1104505e-06;4.042574e-06;1.0511661e-06;1.2631809e-06;8.16498e-07;0.00013646492;1.3507678e-06;1.4426264e-06;1.0444251e-06;1.3132332e-06;1.85144e-06;4.5819156e-06;2.1702147e-06;2.3011937e-05
lehigh;0.00040993435;8.9776695e-05;1.0986948e-06;1.3409175e-06;1.0608636e-06;6.0682432e-05;2.8831496e-06;0.00010661015;4.775135e-06;2.0187742e-06;0.00029954454;1.9145166e-06;8.612872e-07;2.4199899e-06
impress;3.4951514e-05;5.546337e-05;1.3049552e-06;4.766704e-06;2.5224e-05;1.649006e-05;3.8646203e-06;1.9551047e-05;1.2517668e-05;8.752618e-06;2.9071642e-05;1.3663017e-06;1.8143859e-06;1.2588335e-06
champ;1.4951029e-06;3.1234597e-06;5.943281e-07;6.6171583e-07;4.2170402e-07;0.00022654566;7.238653e-07;8.8526485e-07;6.5984614e-07;5.507754e-07;6.5260775e-07;6.45322e-07;5.211158e-07;6.3117346e-07
theserial;1.1851763e-06;8.556803e-06;7.415611e-05;7.973585e-07;5.702168e-07;8.4228486e-07;7.7848347e-07;8.9563775e-07;7.232169e-07;5.832352e-07;1.0843089e-06;7.738534e-07;5.4015965e-07;6.216399e-07
sheffield;1.5897995e-06;9.669708e-07;7.7753776e-07;4.290932e-05;5.177065e-07;0.00018725476;9.2885347e-07;1.1138794e-06;8.370075e-07;5.1799213e-07;7.9223815e-07;9.450179e-07;6.731108e-07;7.40448e-07
sarto;1.0519453e-06;5.537637e-07;5.6372664e-07;7.264617e-07;8.960236e-07;7.271794e-07;7.788637e-07;8.0886736e-07;5.814615e-07;4.459048e-07;1.1048013e-06;8.1256366e-07;8.180847e-05;5.9498257e-07
treasury;1.3873408e-06;6.6086415e-07;2.2681998e-05;8.952033e-07;1.5350683e-06;9.2065517e-07;1.2762556e-06;1.2604321e-06;8.817849e-05;1.1022071e-06;1.0034403e-05;9.2678034e-05;3.0783245e-05;9.2512136e-07
crony;1.8425752e-06;9.628832e-07;1.0060484e-06;1.2409279e-06;1.0280135e-06;1.4257292e-06;5.3573778e-05;1.416746e-06;1.5892923e-05;5.0366057e-06;4.6509454e-06;1.8433495e-05;1.0703845e-06;9.3755585e-07
velocity;2.4820467e-06;1.5545053e-05;1.0128246e-06;1.2269644e-06;1.5624306e-06;1.3581835e-06;1.1160155e-06;4.8351226e-06;1.1288412e-05;7.382838e-07;2.3564879e-05;1.0650972e-06;8.752886e-07;0.0005570331
easily;4.8826387e-06;0.00018818479;0.00079793326;0.00038132432;0.0004076931;0.00024449098;9.690934e-05;0.00022752066;9.7271324e-05;0.0001801595;0.0004517894;0.00012018463;3.170096e-05;0.00013794817
honesty;1.4507434e-06;7.923853e-07;1.2047186e-05;8.518855e-07;4.330452e-05;1.3390204e-06;1.8840792e-05;1.63346e-06;1.534541e-06;2.1855485e-05;1.5399605e-06;8.949648e-06;5.1874995e-05;7.187456e-07
nurse;1.6437274e-06;8.9358053e-07;8.2094283e-07;8.3553925e-07;1.6369869e-06;1.2588101e-06;1.1641331e-05;0.00017609961;2.2358665e-05;4.1948144e-05;2.2994261e-06;7.39967e-06;7.621818e-07;8.915389e-07
alarm;2.0480195e-06;1.3464218e-06;1.2121739e-06;1.4977522e-05;2.923515e-06;1.0948295e-06;1.9468519e-06;3.2682694e-06;2.6104267e-06;7.652884e-06;0.00060789665;1.383459e-05;9.547706e-06;1.1783476e-06
brunel;0.00053666637;1.2100433e-06;2.1713554e-06;1.3408112e-06;1.2008968e-06;1.192013e-06;9.44191e-07;1.1370788e-06;6.4499e-07;8.637605e-07;1.5350837e-06;1.118832e-06;2.656487e-05;2.0705458e-05
bark;1.4090002e-06;9.601112e-07;8.6371625e-07;8.9823834e-07;1.3082015e-06;5.326695e-06;5.2982377e-05;8.8908666e-05;1.5419073e-05;2.0797827e-06;4.8550655e-06;1.4195074e-06;8.9811164e-07;4.078088e-06
gaia;1.2805378e-06;8.439951e-07;6.727437e-07;7.2285076e-07;6.8417273e-07;8.333226e-07;7.463035e-07;1.7389815e-06;1.12707e-06;9.019387e-07;0.00016223066;7.6482235e-07;8.313125e-07;1.0162206e-06
mcdowell;3.6353445e-05;8.1102223e-07;7.317741e-07;8.969868e-07;6.81642e-05;9.075191e-07;8.869811e-07;1.6354568e-06;9.488591e-07;9.490272e-07;1.3636152e-06;9.191778e-07;1.440557e-05;1.7674505e-05
kilroy;1.5276942e-06;7.1397596e-07;6.991413e-07;9.666956e-07;9.614132e-05;7.803066e-07;8.1963213e-07;1.6325318e-06;9.553931e-07;8.4644654e-07;1.1337892e-06;8.2214666e-07;9.080819e-06;3.07698e-05
conductor;1.2208518e-06;2.003396e-06;7.2051e-07;7.1422085e-07;7.779541e-07;1.0746892e-06;1.2256424e-06;1.6877499e-06;3.9536684e-05;1.4068286e-06;0.00046157994;1.1089822e-06;1.3145429e-06;2.0984333e-05
cheese;1.3033595e-06;1.9880274e-06;3.9565013e-05;9.91953e-07;8.423864e-06;2.8423388e-05;1.5178706e-06;9.410816e-05;6.933976e-05;2.6779483e-06;1.4884843e-06;1.5519731e-06;9.631178e-07;1.1750068e-06
necessaryto;1.8894502e-06;8.308262e-06;6.8460727e-06;1.1245232e-06;2.305514e-06;1.5826433e-06;1.1467425e-06;1.4058146e-06;1.2659415e-06;1.4763331e-06;1.4115618e-06;2.7033357e-05;1.0902923e-05;1.2849699e-06
theyhave;3.4264135e-06;3.0540614e-05;2.895273e-05;1.2160375e-06;6.179725e-05;2.3379628e-06;6.323427e-06;1.0133779e-05;2.9040348e-06;3.46942e-05;1.4428404e-05;5.3480664e-05;1.565961e-05;3.3789645e-06
intrinsic;3.6727638e-06;1.2813299e-06;1.1441518e-06;0.0003433513;9.3371943e-07;1.3043809e-06;1.2339824e-06;1.4725983e-06;9.294369e-07;5.0931015e-07;1.2158355e-06;1.3404681e-06;6.897165e-06;1.2860709e-06
coordination;4.040275e-06;9.618543e-07;1.3726196e-06;2.2533737e-05;6.4717636e-07;2.8564502e-05;1.5784894e-05;1.4892878e-06;1.0136565e-06;6.76826e-07;9.223515e-07;2.7144622e-05;8.46287e-07;3.2377193e-05
documentary;1.0746376e-06;6.226815e-07;8.140852e-07;8.1142184e-07;3.0658694e-06;1.119151e-06;6.3980326e-05;1.3038301e-06;0.00023892829;8.596318e-07;1.0760134e-06;3.950653e-06;1.2486037e-06;7.469895e-07
exploration;2.0506247e-06;1.1473659e-06;1.1119841e-06;4.288712e-05;2.1874379e-05;1.1755902e-06;3.0455526e-06;2.7419376e-06;1.0370824e-06;6.2818157e-07;1.3830854e-06;1.6524764e-06;1.2353499e-06;0.0008592272
thatmatter;2.0143134e-06;3.1462826e-06;7.836386e-06;1.0738107e-06;6.558144e-07;3.221389e-05;9.513641e-07;1.2412484e-06;1.0928418e-06;1.4071546e-06;6.21582e-06;9.1297153e-07;7.1718927e-07;6.6405364e-06
yesterday;6.9605408e-06;4.0238174e-05;5.156391e-06;1.3649088e-06;2.3165317e-06;0.00043466722;0.0002579497;3.0556919e-06;0.00047358495;0.0003307727;2.376523e-06;0.0005746533;1.435337e-06;9.393231e-05
democratic;1.6820751e-06;6.735021e-07;1.3843949e-06;8.9309367e-07;8.622482e-07;1.0147489e-06;0.00012759691;1.9668987e-06;2.716232e-06;1.1508258e-06;7.3531925e-07;0.00052205776;1.0304061e-06;8.342693e-07
kingdom;3.564531e-06;1.3020828e-06;2.440997e-06;6.055981e-05;4.2275944e-05;1.4517653e-06;5.2776904e-05;2.3674993e-05;1.6348413e-06;1.607792e-06;2.606645e-06;5.8768306e-05;0.00093766424;6.3236917e-06
monosodium;1.1492403e-06;6.66901e-07;5.803164e-07;6.554321e-07;8.279367e-07;8.433241e-07;7.6838137e-07;0.000102301;7.837653e-07;4.6460377e-07;9.904337e-07;8.3718277e-07;5.6506684e-07;6.8035376e-07
highway;3.2369612e-06;2.4224375e-05;1.8465297e-06;1.31232655e-05;1.5169701e-06;1.7899764e-06;3.5045607e-06;1.3977754e-05;1.7410314e-06;8.2897284e-05;0.0005987113;0.00013389516;6.655344e-06;1.5068003e-06
accomplishment;2.2373417e-06;7.9803436e-07;1.3318623e-06;6.737941e-07;1.5184132e-06;3.5029112e-05;1.1395441e-06;7.877435e-06;1.0253001e-06;4.212556e-05;1.1659671e-06;2.2232061e-05;9.0235443e-07;2.6125558e-06
tendency;1.8418585e-06;8.852276e-06;2.226032e-06;1.0403453e-06;4.8114547e-05;2.2801303e-06;3.8748913e-06;1.7245991e-05;1.4690597e-06;4.9853126e-05;6.37904e-06;2.1305043e-06;7.8040684e-05;8.7217893e-07
suspicious;2.3015834e-06;3.346137e-05;5.3627013e-05;3.654574e-06;2.6145385e-06;2.0167477e-06;1.5677161e-06;8.851603e-06;4.5934925e-05;7.783926e-06;4.249286e-05;5.0144836e-06;2.8545439e-05;1.2753958e-06
affiliate;6.652178e-05;1.2093892e-06;2.2392414e-06;2.3661243e-05;1.2316025e-06;4.2700147e-05;3.765075e-05;5.7258203e-06;3.0151174e-05;2.5094694e-06;1.2281207e-06;6.350622e-06;3.574827e-06;1.2392723e-06
philly;1.5507977e-06;4.3582318e-06;7.796183e-07;8.8847736e-07;6.114372e-07;0.0003993496;8.6856625e-07;7.0859496e-06;9.024104e-07;7.3330654e-07;1.3813618e-05;8.2726206e-07;6.917609e-07;9.2433567e-07
belly;1.133341e-06;7.719649e-07;8.38744e-07;8.320572e-07;9.923053e-07;1.0496819e-06;4.2228792e-05;5.3096037e-06;2.0635478e-05;8.4641425e-07;3.4753855e-06;1.1093027e-06;8.2572774e-07;3.3873082e-05
conditt;9.72525e-07;5.584535e-07;5.396798e-07;6.681841e-07;9.303471e-07;7.686063e-07;7.824991e-07;8.6218193e-07;6.695734e-07;5.476104e-07;1.07677e-06;7.905346e-07;6.0282622e-05;5.9011256e-07
anti;3.5001299e-06;3.0509739e-06;2.9053315e-06;2.7991253e-05;0.00038450988;2.8095474e-06;0.0015819625;0.0010632437;0.0004021934;1.6078757e-05;1.551249e-05;0.0012130575;0.0001196582;0.00022194118
socialist;1.4572329e-06;5.8864975e-07;1.2123045e-06;9.0428415e-07;1.2850991e-06;1.0095241e-06;5.0032348e-05;1.8100801e-06;0.00024102727;1.6740313e-06;9.0668453e-07;0.00033218792;1.2259737e-06;8.180722e-07
catholic;1.7269754e-06;9.892553e-07;1.2747138e-06;1.4721606e-06;6.23442e-06;1.3670328e-06;3.3078713e-06;1.4802595e-06;1.0221154e-06;1.3732725e-06;1.626324e-06;1.5278173e-06;0.001833415;8.743801e-07
thefederal;1.2140712e-06;6.270448e-07;9.143142e-06;7.3113995e-07;1.034245e-06;9.179277e-07;1.0042171e-06;1.1025382e-06;0.00012373686;9.3494765e-07;9.85398e-07;5.417159e-05;7.1486954e-07;7.665511e-07
make;0.00032046105;0.0027686113;0.0041761138;0.0026103386;0.005925753;0.0034137485;0.001931183;0.0029100142;0.0038398996;0.013661927;0.0039627063;0.004349034;0.004320398;0.0027949428
problem;3.8617192e-05;0.010702683;0.00063126296;0.0036646957;0.0014716124;0.0002097984;0.0005844331;0.004011573;5.535903e-05;0.0050030737;0.0032843815;0.0012129417;0.000888522;0.001238991
zariski;9.553527e-06;8.4652055e-07;3.5724996e-05;2.142686e-06;6.106127e-07;6.590148e-05;9.990531e-07;1.0973154e-06;7.602645e-07;7.624288e-07;9.267831e-07;1.9054273e-06;6.5710196e-07;7.4604617e-07
proverbial;1.2637606e-06;6.201439e-07;1.1978665e-06;8.509696e-07;3.6749545e-05;8.9841274e-07;1.1576858e-06;1.8188186e-06;5.3353406e-06;1.1095304e-06;6.7296396e-06;1.9593097e-05;2.568558e-05;8.790321e-07
levy;2.1884023e-06;9.49055e-07;2.4337389e-05;9.66466e-07;6.93708e-07;1.1667584e-05;4.6361827e-05;1.9879405e-06;9.96778e-07;7.984213e-07;2.8019167e-06;2.9383943e-06;8.116517e-07;0.00023815603
resolution;8.337492e-06;0.0013271503;2.424645e-06;0.00042489322;1.3168283e-06;1.148177e-06;0.00014669978;3.1075394e-06;1.8469664e-06;1.5008898e-06;1.7075877e-06;0.00032036155;2.073181e-06;0.00030194552
kaan;6.522621e-05;7.7120984e-07;7.756204e-07;9.54032e-07;1.6905055e-06;1.0438122e-06;6.240329e-05;1.3118937e-06;8.754222e-07;1.1087762e-06;1.2031774e-06;1.1082834e-06;2.4200812e-05;8.1646505e-07
ofmy;1.4636264e-05;1.1660646e-06;7.683939e-06;2.3804728e-06;1.2585086e-06;3.913402e-05;2.2796305e-06;2.4295847e-05;1.0657399e-06;1.0726671e-06;1.4927375e-06;3.978251e-06;1.2571965e-05;1.0470519e-06
gradually;1.4656287e-06;1.0945121e-06;5.4948287e-06;1.5463582e-05;1.2802074e-06;9.505496e-07;1.7879105e-06;1.97858e-05;3.8839255e-05;9.3492713e-07;5.0034098e-05;1.5199854e-06;1.0276084e-06;8.959268e-05
adresse;1.9574767e-05;4.776788e-05;9.168084e-07;1.1151158e-06;2.044369e-06;1.1032532e-06;2.282536e-05;1.6966289e-06;8.122952e-07;1.0698251e-06;2.023547e-06;1.1735975e-06;4.802686e-06;1.4874188e-06
poke;2.3571595e-06;4.5136316e-05;2.338227e-06;1.0676935e-05;3.4050456e-05;9.0333816e-07;9.45787e-07;1.973669e-06;1.4358902e-06;1.1227388e-06;2.4907351e-05;1.0036885e-06;1.2717849e-06;9.537399e-07
elephant;2.018084e-06;1.7356509e-06;7.959602e-06;2.4285002e-06;5.9128484e-05;5.730782e-06;1.1085551e-06;2.1991216e-06;1.4740376e-06;1.4176069e-06;2.24672e-05;1.8663878e-06;1.4221896e-06;2.1694894e-05
refuse;3.7836497e-05;0.00014751387;0.0001089371;2.7923876e-05;0.00015825829;7.110484e-05;0.00040463277;0.000106069114;0.00022309135;9.4522955e-05;5.3342228e-05;0.0002485287;0.0003218644;3.412225e-06
sunnyvale;6.2312094e-05;1.5788007e-06;0.00012476939;5.9956958e-05;6.61552e-07;2.9924422e-06;9.814925e-07;1.2859773e-06;7.337937e-07;7.5039515e-07;1.313644e-06;1.1691993e-06;7.100523e-07;1.3036061e-05
generally;1.0319364e-05;0.0001398826;0.0003490946;0.00016740078;0.00035103754;0.00011554974;0.00016260562;0.00023400845;0.00016153234;0.00015094924;0.00034919172;0.0003359591;0.00028392856;0.00016103199
lemur;1.5568985e-06;7.0484475e-07;7.5631397e-07;7.894365e-07;1.01058695e-05;1.051732e-06;9.739938e-07;1.3662408e-06;9.2046514e-07;7.5603174e-07;1.6551676e-06;9.582699e-07;2.8428649e-05;2.805649e-05
burner;1.2943777e-06;1.0522779e-06;4.973355e-06;7.80732e-07;1.1176671e-06;8.434343e-07;9.947189e-07;2.0268293e-05;4.215541e-06;6.9689366e-07;3.001353e-05;9.1565545e-07;4.9303003e-06;6.3778157e-06
naive;4.4782973e-06;3.1382035e-06;8.010784e-05;1.2762998e-06;0.0001176594;1.8012355e-06;3.3083987e-05;6.5991458e-06;2.5835734e-05;4.014983e-05;3.088648e-06;7.3862735e-05;1.446069e-05;1.342335e-06
ilstu;2.1065841e-06;0.00017733253;8.746595e-07;1.3098077e-06;5.167461e-07;7.8986085e-07;7.0953956e-07;1.0340353e-06;6.211457e-07;5.518785e-07;2.0419088e-06;6.8080783e-07;5.4886533e-07;7.915979e-07
hostage;9.3703846e-07;7.183902e-07;3.8399452e-05;8.6286076e-07;3.9192464e-06;9.556898e-07;3.376815e-06;1.3025401e-06;0.00045523464;1.0752605e-06;1.1649402e-06;1.1876745e-05;8.435031e-07;8.162938e-07
magazine;0.0011146285;0.000417506;1.0936064e-05;0.00012087603;2.450112e-06;2.8881607e-06;0.00030062685;4.2641394e-05;0.00015264192;4.3843e-06;0.00067552447;0.00019905184;3.2175238e-05;0.00026505173
estate;5.2238152e-05;1.7918311e-06;1.1798746e-06;2.1998387e-05;1.4459052e-06;1.4632996e-06;7.251512e-05;2.487726e-06;2.4368123e-06;4.7028356e-05;1.8171448e-05;2.1488793e-06;2.4515488e-05;1.2344336e-06
humour;0.00012676221;8.946609e-07;7.0284887e-07;7.89307e-07;7.8620457e-07;1.333949e-06;5.090336e-06;1.2204521e-06;1.8591264e-06;1.2678814e-06;1.4881193e-06;1.3472605e-06;1.0072608e-06;3.2690727e-06
appearance;3.1522914e-06;2.14998e-06;2.7332421e-06;3.830874e-05;3.3378885e-05;0.000126175;2.440954e-05;2.800908e-05;2.2071938e-05;2.7852284e-06;1.2452768e-05;3.0089973e-06;6.576486e-05;0.00030696506
team;4.0318187e-06;1.8722028e-06;4.7220155e-06;1.8384397e-06;8.195999e-07;0.011548408;6.2995587e-06;7.369656e-05;3.9746405e-06;1.963548e-06;2.524255e-06;1.947654e-06;1.1016168e-06;0.00058796955
thereby;2.0010561e-06;2.2251701e-05;5.5581928e-05;2.6568037e-05;2.1869884e-05;2.1025346e-06;9.813082e-05;1.2649544e-05;1.61022e-06;1.6246325e-06;1.1261468e-05;4.906924e-06;0.000116363146;8.51147e-06
formal;1.4213227e-05;1.2511921e-06;2.1981024e-05;3.7321527e-06;8.9856e-05;9.141316e-06;1.9358904e-05;7.216404e-05;3.187497e-06;1.8742005e-06;4.782359e-06;6.099447e-05;7.7566954e-05;4.34832e-05
dominant;1.9090369e-06;6.047762e-06;1.0467825e-06;1.9721322e-06;2.6247264e-05;1.7450759e-05;8.754695e-06;8.959343e-05;1.1140444e-06;1.503781e-06;1.354182e-06;1.8420411e-05;1.2903942e-06;1.9772291e-05
qualifie;1.762781e-06;7.9400485e-07;5.4020275e-06;9.471783e-07;2.6496136e-05;4.192234e-05;5.590757e-06;2.2963328e-05;5.146192e-06;2.1746248e-06;1.2279908e-06;2.2888364e-05;5.593653e-06;9.0773676e-07
bowman;1.2873581e-06;9.167677e-07;7.5476845e-07;7.75712e-07;8.225724e-07;9.0415864e-07;7.801743e-07;3.3342323e-05;8.847621e-07;5.5792344e-07;0.0001298419;8.440716e-07;8.060247e-07;8.6441e-07
ucar;8.189782e-06;3.111226e-06;3.2562102e-06;8.3658095e-05;7.1331027e-07;0.00015821688;1.1776506e-06;1.5711319e-06;1.0897694e-06;8.605054e-07;7.1551226e-06;1.5609387e-06;8.9600366e-07;2.7133585e-05
serbia;1.3197069e-06;5.972181e-07;7.6409447e-07;8.484939e-07;6.14481e-07;8.2486e-07;0.00037458027;2.0723264e-06;9.821399e-07;6.902456e-07;7.5210676e-07;4.5096305e-05;9.0601316e-07;6.591279e-07
start;2.9417844e-05;0.000586665;0.0006407149;0.0018310515;0.00066488946;0.002870365;0.0006292774;0.0009111218;0.006413436;0.0030688676;0.001170687;0.00037163682;0.00040488326;0.00080551254
