;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
steam;1.8221743e-06;2.305478e-06;1.2845812e-06;4.6518886e-07;8.714842e-07;1.6301699e-06;8.840088e-07;1.0131203e-06;1.1779886e-06;1.1960179e-06;2.9344852e-05;2.3996158e-06;0.00044740355;9.373698e-07;7.204195e-06;3.1546246e-05;1.0235497e-06;8.5140755e-07;1.9310373e-06
badly;7.618628e-05;2.487086e-06;0.00024787226;5.331309e-06;1.7687304e-05;0.00010026639;7.6090714e-06;0.00016768073;1.4371868e-06;8.290688e-06;6.5412496e-05;1.3618749e-06;1.593818e-05;9.342293e-05;8.022377e-05;2.575654e-06;3.5695273e-05;5.9793533e-06;5.7417433e-06
david;4.2788117e-05;0.00060522195;0.0006116749;0.0017826214;0.00040117992;7.256319e-05;0.0012135317;0.002902453;0.0008634309;0.00075022946;0.0004898856;0.0055965995;0.00070160977;0.0040739067;0.0019307073;0.002487729;0.0006189639;0.0009200149;0.00050368457
lourde;1.4143051e-06;1.1973672e-06;8.2399697e-07;1.7594753e-07;5.704954e-07;2.3573236e-07;0.000103419836;7.835755e-07;8.078357e-07;1.0339554e-06;1.1943145e-06;1.2153125e-06;8.0546187e-07;6.8078464e-07;8.463715e-07;3.1050145e-05;6.979556e-07;5.8683815e-07;9.1598355e-07
connecticut;1.6506085e-06;1.2685177e-06;8.746869e-06;1.8691189e-07;9.0572064e-07;5.471139e-07;8.980387e-07;1.7473124e-06;3.9801864e-05;6.4227e-05;6.4020487e-06;2.3440175e-06;3.0651685e-05;2.3620576e-06;2.640935e-06;1.637706e-05;4.666471e-05;8.213676e-07;2.3149346e-06
energia;7.4674057e-07;6.350315e-07;8.057209e-07;1.5401574e-07;5.51417e-07;2.6399914e-07;7.0057615e-07;7.1199565e-07;9.0048337e-07;8.5427956e-07;0.00022238583;1.4986998e-06;1.057823e-06;7.88123e-07;9.1892997e-07;1.2836169e-06;7.5348913e-07;6.915342e-07;1.149793e-06
middle;0.00023695875;0.0001832656;0.0002813817;5.9402435e-05;2.9958159e-05;5.1817242e-05;0.00018292929;3.0364696e-05;8.275322e-06;0.00036296775;4.9394195e-05;6.36862e-05;0.00019858549;5.340611e-05;0.00027492878;6.207459e-06;0.000960068;9.6917924e-05;0.00018653642
asic;6.7032704e-07;6.5538705e-07;6.6392374e-07;2.3775682e-07;7.846137e-07;3.7495695e-07;6.6789227e-07;8.49964e-07;9.689786e-07;8.089067e-07;1.1157829e-06;1.6513707e-06;8.018864e-07;6.7349014e-05;7.093062e-07;9.835302e-07;6.334627e-07;4.6774792e-05;1.5888402e-06
tokyo;9.212173e-07;7.18546e-07;8.059522e-05;3.8779197e-07;2.8004051e-05;5.372645e-07;8.4878286e-07;1.2550901e-06;0.00022897811;4.771783e-06;2.7875572e-05;1.4106015e-05;1.1864005e-06;1.2604971e-06;3.6306244e-06;1.7568036e-06;1.4770085e-06;2.364029e-06;2.1991686e-06
testimony;4.4666464e-05;0.0001454261;8.733965e-05;6.234201e-07;1.0758192e-06;1.3155658e-06;0.000280899;0.00016403981;1.273872e-06;2.459537e-05;2.1763249e-06;6.7438145e-07;1.1185589e-06;1.4746264e-06;2.109959e-06;3.8503645e-06;4.5835972e-05;6.322419e-07;3.527996e-06
matter;0.0022124297;0.0021618146;0.00055130076;0.000108275504;7.0497146e-05;0.00067708775;0.00093150046;0.001161037;4.166494e-06;0.00044993835;0.0007261276;2.903372e-06;0.00029074447;0.000528183;0.00045724795;0.00028065976;0.00041630102;4.144171e-05;9.621532e-05
telecommunication;7.3758974e-07;8.5548805e-07;9.854779e-07;2.639729e-07;4.4329176e-06;3.7340575e-07;7.283339e-07;9.1644733e-07;1.7534805e-05;2.3352911e-06;9.688961e-05;3.6310464e-06;9.245672e-07;0.00028744937;8.2922423e-07;1.3215599e-06;9.608841e-07;1.2143703e-06;1.7115551e-06
idle;2.9310586e-06;2.9204195e-05;2.070671e-06;2.5791023e-06;0.000109953064;1.1708604e-05;5.570107e-05;2.6823043e-06;2.6385378e-06;2.0866723e-06;3.1888808e-06;4.77221e-06;0.0003346481;8.5889034e-05;0.00044831802;2.239195e-06;1.4913865e-06;0.00011654822;3.7270634e-06
diving;1.1437967e-05;1.1594606e-06;1.5297334e-06;3.0021502e-07;8.73223e-07;7.816809e-07;9.538991e-07;9.232785e-07;4.729063e-06;2.9350533e-06;7.758554e-05;1.7418579e-06;8.78214e-07;9.0672955e-07;1.602161e-05;1.4651148e-06;9.100901e-06;5.668942e-07;2.0689681e-06
timmon;1.715031e-06;0.00024751754;2.707321e-07;1.5273618e-07;5.880774e-07;2.6534678e-07;1.0825712e-06;7.482572e-07;7.689809e-07;8.4060946e-07;1.2019151e-06;1.0875835e-06;6.608863e-07;7.407805e-07;7.181657e-07;9.308654e-07;6.15505e-07;5.3994154e-07;9.936593e-07
province;2.3594341e-06;1.6739054e-06;2.1647097e-06;1.5852812e-07;9.958757e-07;6.5319483e-07;9.959408e-07;1.4490164e-06;1.4282414e-06;0.00019638082;2.0196203e-06;1.217079e-06;5.4316904e-05;1.1008195e-06;3.1705156e-06;2.2851369e-05;0.00031782204;6.471425e-07;1.8032666e-06
oscar;1.4562471e-06;1.1875825e-06;1.2325326e-06;7.165543e-07;1.225163e-06;1.054476e-06;1.3505569e-06;9.719964e-07;2.3594318e-06;7.0037863e-06;2.4647848e-05;1.1715361e-05;2.0483274e-06;1.120125e-06;0.00016803014;1.521479e-06;9.044698e-07;1.2333522e-05;3.4679376e-06
lehigh;1.2604763e-06;9.384683e-07;1.4564406e-06;4.363076e-06;1.0182242e-06;1.5143513e-06;7.6215485e-07;8.873102e-06;3.683815e-06;5.035424e-06;2.8711465e-06;0.0006678106;0.0003653316;8.675456e-07;6.640554e-05;0.0001278216;2.3472135e-06;4.2121654e-05;4.5389015e-06
impress;1.3356115e-05;1.6192414e-05;1.8015814e-06;4.35301e-06;5.38749e-06;9.629255e-06;1.7505446e-06;3.9554466e-06;1.7862718e-05;2.510142e-06;2.055302e-06;2.1466625e-05;2.9473576e-05;1.3374982e-06;2.9940602e-05;2.6121286e-05;2.4346157e-06;6.20738e-05;7.1069157e-06
champ;6.0697363e-07;5.483479e-07;5.536973e-07;1.7479755e-07;5.170912e-07;3.9092788e-07;6.2238615e-07;6.3361006e-07;6.937193e-07;5.9311736e-07;9.307169e-07;2.930061e-06;7.719606e-07;6.11504e-07;0.00025053305;8.985763e-07;5.6140635e-07;4.479294e-06;1.2999025e-06
theserial;7.710474e-07;6.5353584e-07;7.1702834e-07;1.8710789e-07;6.6063916e-07;3.209891e-07;6.9383805e-07;8.524773e-07;8.974142e-07;9.090065e-07;1.1422156e-06;1.3013803e-06;9.751473e-07;9.769551e-05;7.7858823e-07;1.0337146e-06;6.6642144e-07;7.1674276e-06;1.1693595e-06
sheffield;6.7911276e-07;6.8017533e-07;8.1256155e-07;1.7119478e-07;5.779622e-05;5.4397304e-07;6.8920116e-07;8.726183e-07;1.1736421e-06;8.6319716e-07;1.1527475e-06;2.5113054e-06;9.587517e-07;7.773552e-07;0.00024298872;1.0940695e-06;8.447962e-07;9.602137e-07;1.1627153e-06
sarto;1.2088957e-06;1.0334716e-06;5.1983807e-07;1.4973728e-07;5.1290624e-07;1.5382656e-07;8.9960915e-05;7.0361614e-07;7.296573e-07;5.744936e-07;9.806209e-07;1.243688e-06;6.547422e-07;5.8905766e-07;7.29876e-07;9.3575994e-07;6.07927e-07;5.1188937e-07;8.848694e-07
treasury;2.356367e-06;1.2756901e-06;6.541325e-05;3.1630228e-07;8.8219184e-07;7.260347e-07;3.0047142e-05;0.00015214554;1.4208143e-06;1.8922112e-05;1.6613769e-06;9.5283053e-07;1.09751845e-05;3.508494e-05;9.951925e-07;1.6551527e-06;1.6942886e-06;6.948098e-07;2.290198e-06
crony;1.7588675e-06;9.2632814e-07;1.6757336e-05;1.9900462e-07;1.313075e-06;4.1057362e-07;9.049449e-07;1.1671996e-05;1.1869186e-06;1.699206e-05;1.6017598e-06;1.788917e-06;2.1659444e-06;9.936487e-07;1.1025246e-06;1.3881737e-06;3.413199e-05;7.174988e-07;2.512653e-06
velocity;1.0065402e-06;1.7174982e-06;1.5833836e-06;5.5067545e-07;1.2503988e-06;7.79818e-07;1.0269342e-06;1.9581628e-05;1.5830146e-06;1.4873474e-06;0.0006105436;6.3347775e-06;4.3889163e-06;1.3706375e-06;1.3155258e-06;3.350018e-06;1.1614087e-06;2.8659977e-05;2.2199094e-06
easily;0.00015942336;0.0003354788;6.1975597e-06;3.1257703e-05;0.0002720118;0.00061890006;8.803949e-06;0.00018322299;8.924266e-05;8.436887e-05;0.00013733839;4.1966987e-06;0.00035983635;0.0007677681;0.0002448463;0.0001665436;7.70669e-05;0.00013202165;4.5697543e-05
honesty;0.000102617516;4.8544203e-05;1.5779929e-06;8.5000227e-07;7.5496877e-07;1.6667145e-06;3.5172936e-05;2.3751484e-06;9.984005e-07;9.982474e-06;1.5076298e-06;1.1675581e-06;9.619682e-07;1.0569847e-05;9.2188805e-07;1.374214e-06;4.917869e-06;7.715733e-07;2.783307e-06
nurse;2.536869e-06;1.102854e-06;8.9018205e-05;2.6662747e-07;8.0090723e-07;1.2736888e-06;9.847903e-07;1.608564e-06;1.3166513e-06;6.179762e-05;2.029955e-06;1.1572387e-06;2.5041047e-06;1.174209e-06;1.1490854e-06;0.00017650893;5.853507e-06;8.3770504e-07;1.809187e-06
alarm;1.9411611e-05;3.8783287e-06;2.0782501e-05;1.849544e-06;2.108626e-05;4.54769e-06;5.955721e-06;6.036218e-06;2.154471e-06;2.6192536e-06;4.1465023e-06;4.4173753e-06;0.0010092255;1.7564978e-06;1.4215492e-06;2.9274713e-06;2.83493e-06;1.6309908e-06;4.0976042e-06
brunel;1.874e-06;1.2221738e-06;6.7007153e-07;4.4009457e-06;9.5023046e-07;2.256535e-07;2.642926e-05;9.579057e-07;4.4957533e-06;9.825939e-07;1.27563135e-05;0.000810351;1.0052213e-06;1.4180046e-06;1.1548926e-06;1.3106478e-06;7.1235104e-07;1.2313373e-06;9.46027e-06
bark;1.6771535e-06;7.217024e-07;1.0348612e-05;2.1018997e-07;9.417187e-07;6.746413e-07;9.4159344e-07;2.1240135e-06;1.1616681e-06;1.5770659e-06;6.247635e-06;1.5828292e-06;5.545338e-06;1.0086535e-06;6.4932588e-06;8.1228165e-05;4.056975e-05;7.975079e-07;1.6112863e-06
gaia;8.4063095e-07;5.9898997e-07;6.8594875e-07;1.8891397e-07;6.6041554e-07;3.942108e-07;6.678974e-07;8.543467e-07;8.8167036e-07;7.574332e-07;1.4930328e-06;1.7242577e-06;0.00017391326;7.712197e-07;9.253868e-07;1.5990921e-06;6.5096395e-07;7.8864446e-07;1.2646469e-06
mcdowell;2.0380176e-06;0.00011140082;5.2376936e-07;1.3286988e-06;1.012429e-06;2.9746153e-07;1.533821e-05;8.7140324e-07;4.7837493e-06;1.3749866e-06;3.5672158e-05;0.00010365501;9.727202e-07;7.908334e-07;1.2488464e-06;1.4218592e-06;8.7777994e-07;9.237086e-07;2.1835556e-06
kilroy;1.8987012e-06;0.00015254739;5.573922e-07;2.1171573e-07;8.899262e-07;3.0842148e-07;4.828108e-06;8.0195866e-07;1.898838e-05;1.3320042e-06;2.5404477e-05;1.6484408e-06;8.841764e-07;9.731425e-07;9.151816e-07;1.33865e-06;8.744687e-07;7.2209866e-07;1.5979774e-06
conductor;1.4047529e-06;6.210716e-07;9.352665e-05;8.3912744e-07;1.0572459e-06;1.7204452e-06;9.1424573e-07;1.3275394e-06;1.2786115e-06;1.2300511e-06;1.8953871e-05;3.106717e-06;0.00067332474;9.005799e-07;1.377353e-06;2.0775813e-06;1.4733563e-06;1.7144732e-06;3.2246433e-06
cheese;2.8321501e-06;7.662073e-06;3.2247175e-05;4.802719e-07;1.010869e-06;1.6820262e-06;1.525823e-06;3.077965e-05;1.167608e-06;2.0642804e-06;2.8157826e-06;1.4961778e-06;1.333963e-06;4.4909513e-05;2.9307113e-05;0.00012979716;4.1231824e-06;1.6242434e-06;2.8843172e-06
necessaryto;3.301319e-06;3.1260863e-06;1.0785265e-06;3.982175e-07;8.96063e-07;7.3168235e-07;1.5237116e-05;7.244284e-06;1.1381819e-06;2.2656523e-05;1.4402088e-06;1.6569252e-06;9.659452e-07;2.6723383e-06;1.2290933e-06;1.3530985e-06;7.9942436e-07;1.0059442e-05;2.0243874e-06
theyhave;6.3233725e-05;4.4559325e-05;3.4068269e-06;8.112175e-06;1.3669115e-06;4.134461e-05;7.676598e-06;1.7602093e-05;2.0508348e-06;6.953655e-05;4.2594243e-06;3.2075884e-06;1.1521265e-05;3.0128604e-05;5.7874586e-06;4.572722e-06;8.577983e-06;2.8625505e-05;4.779049e-05
intrinsic;1.7849648e-06;1.4037277e-06;1.4543003e-06;3.321883e-07;0.00032958062;4.555423e-07;1.2579958e-05;1.3355192e-06;3.114079e-06;1.2037752e-06;2.392538e-06;3.1236032e-06;9.622838e-07;1.0447247e-06;8.00186e-07;1.3975543e-06;1.6097551e-06;1.1553617e-06;9.638098e-07
coordination;9.578632e-07;1.0275573e-06;1.4226587e-06;1.1889287e-07;2.8862496e-06;2.7157554e-07;8.3403376e-07;1.0495223e-06;6.870544e-05;8.188783e-06;1.401847e-05;2.1309272e-06;8.9955995e-07;1.0443224e-06;2.116619e-05;1.4961761e-06;1.9945948e-05;6.9481905e-07;1.8265199e-06
documentary;1.7665111e-06;2.489148e-06;2.0821642e-06;1.3581372e-07;9.201302e-07;2.32499e-07;1.536317e-06;0.00026076974;1.2002226e-06;6.980517e-06;1.3401583e-06;1.2673796e-06;1.0291262e-06;1.2862349e-06;1.1211499e-06;1.2715403e-06;9.653085e-05;8.731114e-07;2.1139358e-06
exploration;1.6325689e-06;7.0348586e-05;1.3204016e-06;3.1933595e-07;5.0854127e-05;6.986531e-07;1.689989e-06;9.483209e-07;3.6189463e-06;2.412569e-06;0.0012041691;1.6492585e-06;1.2382831e-06;1.4713266e-06;9.855643e-07;2.3952323e-06;4.1691446e-06;1.135934e-06;1.5198472e-06
thatmatter;9.73717e-07;7.4900606e-07;8.6695513e-07;2.6925477e-07;9.732581e-07;6.564866e-07;7.259574e-07;9.1724223e-07;2.1017306e-06;9.017416e-07;3.717365e-06;2.1511762e-06;5.353312e-06;6.7972496e-06;3.66859e-05;1.1566834e-06;7.4070454e-07;4.9343193e-06;1.8024069e-06
yesterday;4.2171796e-06;1.683654e-06;0.002053469;2.0525722e-06;1.8607963e-06;6.018055e-06;2.1016394e-06;0.0002846256;1.5132366e-06;4.5946977e-06;9.565621e-05;3.4357047e-06;4.2831684e-06;3.0185547e-06;0.0006433816;4.1131016e-06;0.00023866896;5.0703715e-05;1.0930343e-05
democratic;0.00011650138;1.8444474e-06;2.9753393e-05;4.7856196e-07;9.760001e-07;1.8724423e-06;1.3470401e-06;2.4541021e-05;1.3271248e-06;0.00060334394;1.6704995e-06;1.1185365e-06;1.2399942e-06;1.267201e-06;9.2063084e-07;2.3399186e-06;0.000114768634;5.9214346e-07;3.3629813e-06
kingdom;5.9737e-06;9.3034134e-05;2.8262878e-06;4.0498065e-07;3.275898e-05;4.6066685e-07;0.00096803193;8.7153e-06;0.00015179675;2.9719826e-05;5.148235e-06;2.3210414e-06;1.7606953e-06;1.9345944e-06;1.2313833e-06;1.7813909e-05;7.304017e-05;1.7125711e-06;3.0502779e-06
monosodium;6.657153e-07;5.4720954e-07;6.2251667e-07;9.641893e-08;5.059213e-07;2.1836887e-07;6.498262e-07;6.451094e-07;7.463646e-07;7.1469003e-07;1.1376313e-06;1.2956788e-06;7.431608e-07;6.1330167e-07;6.994385e-07;9.192014e-05;5.9926106e-07;5.901162e-07;7.5788665e-07
highway;0.00019220437;2.060308e-06;4.9403247e-05;1.5862273e-06;2.6058087e-06;8.350287e-06;1.5530647e-06;3.4024508e-06;5.439512e-05;0.00017790409;2.3669652e-06;3.5663688e-06;0.00060276996;1.6628142e-06;1.6054188e-06;3.4061188e-05;4.7924173e-06;3.4325258e-05;4.5053193e-06
accomplishment;6.0200236e-06;2.056484e-06;4.4141757e-06;3.2600903e-07;6.6117366e-07;1.5959372e-06;8.3445383e-07;1.4090539e-06;1.3025012e-06;4.977189e-05;3.30869e-06;1.6908172e-06;9.471103e-07;1.9487675e-06;5.2489042e-05;1.3276995e-05;1.1457693e-06;6.0787846e-07;2.2791382e-06
tendency;0.0001036937;6.964926e-05;1.4092511e-06;2.0654297e-06;9.86668e-07;5.896047e-06;8.521187e-05;1.2399804e-06;1.0752838e-06;3.7951456e-06;1.5312271e-06;1.7913907e-06;3.8174753e-06;1.3074488e-06;3.2330145e-06;2.488747e-05;3.1019551e-06;1.2843898e-05;3.0093952e-06
suspicious;4.0181594e-06;2.0323644e-06;4.4141107e-05;1.1182514e-06;3.849271e-06;2.6832295e-06;3.700434e-05;2.8435603e-05;3.987247e-06;1.4019781e-05;1.9765966e-06;2.2781635e-06;2.9617797e-05;4.7706733e-05;1.069365e-06;2.0197924e-05;1.6721399e-06;2.8948809e-05;3.6439842e-06
affiliate;5.5519545e-06;1.1825667e-06;1.7504135e-05;8.221591e-07;1.081595e-05;7.493481e-07;4.4709354e-06;2.0728281e-05;6.746458e-05;4.735037e-06;1.6609207e-06;2.9733688e-05;1.1686933e-06;1.4854934e-06;3.454019e-05;2.176859e-06;2.9250376e-05;1.3654796e-06;4.3747123e-06
philly;7.159151e-07;6.296259e-07;7.8488716e-07;2.2220206e-07;5.675958e-07;7.5390403e-07;7.2211486e-07;8.0397024e-07;8.560949e-07;7.7501375e-07;1.2865506e-06;2.6466682e-06;1.5303549e-05;6.9758994e-07;0.0004441556;7.976118e-06;7.1458004e-07;3.9215124e-06;1.5418318e-06
belly;1.4457167e-06;6.6221327e-07;4.5413162e-05;1.9673774e-07;8.848696e-07;4.084896e-07;9.887814e-07;1.0718045e-06;1.136969e-06;1.2107165e-06;3.3397788e-05;1.2767596e-06;2.2773772e-06;9.519533e-07;9.639198e-07;5.385376e-06;3.0154732e-05;7.077708e-07;1.5964907e-06
conditt;8.1684055e-05;1.3760834e-06;8.500675e-07;4.905714e-07;5.1101625e-07;7.8037516e-07;4.0555908e-05;9.711383e-07;6.3538863e-07;6.658182e-07;9.074789e-07;1.2927253e-06;7.4162654e-07;5.8814715e-07;7.858615e-07;1.0354363e-06;8.22435e-07;5.065069e-07;1.6015291e-06
anti;8.182724e-05;0.00016367834;0.00038714055;4.4053427e-06;9.743193e-06;1.0025975e-05;0.00013094624;0.00073040655;5.57319e-05;0.00059060904;0.00028329866;2.7108508e-06;1.12170865e-05;3.6479469e-06;2.1413985e-06;0.00091662083;0.0015949624;2.0558948e-06;0.00031789023
socialist;5.8712485e-05;1.5868454e-06;1.4721367e-05;3.7866573e-07;9.095336e-07;1.4280904e-06;1.6384232e-06;0.0002452632;1.1370211e-06;0.00042053388;1.4696934e-06;8.279227e-07;9.565151e-07;1.512001e-06;8.926286e-07;2.6453063e-06;4.3398923e-05;5.2993005e-07;4.3770456e-06
catholic;6.2238028e-06;4.0425275e-05;2.5087852e-06;3.3779267e-07;1.129596e-06;1.8409487e-07;0.0022914473;2.0460204e-06;1.8865035e-06;4.1124163e-06;2.3915613e-06;8.1851283e-07;1.0937745e-06;1.1985976e-06;1.2558822e-06;1.5475405e-06;6.9279163e-06;6.762529e-07;2.8793402e-06
thefederal;1.797037e-06;1.1102557e-06;1.3600296e-06;1.8067156e-07;6.8097984e-07;4.1537768e-07;8.089007e-07;0.0001847513;8.9130475e-07;3.5089553e-05;1.1956067e-06;1.2934084e-06;8.807856e-07;7.676044e-06;8.762957e-07;1.2538605e-06;8.906104e-07;7.005164e-07;1.9783658e-06
make;0.011944945;0.0061161434;0.006547786;0.0020556566;0.0030805503;0.017486654;0.004008206;0.005104957;0.0008916495;0.006991998;0.0026816232;2.1882386e-05;0.0041831653;0.0044954703;0.0036696014;0.0026549876;0.0017728227;0.002273663;0.006240782
problem;0.0019407346;0.0013340582;0.00044151678;0.0016737907;0.0045159953;0.0151525885;0.00057039503;0.00024361924;0.00010904369;0.0022957406;0.00109853;2.0439145e-05;0.0035307426;0.0005665237;0.00015845889;0.00320369;0.00046328205;0.0099657895;0.0010667096
zariski;7.831635e-07;7.708388e-07;8.460044e-07;2.953834e-07;1.0003495e-06;3.9404955e-07;7.3900173e-07;1.1052199e-06;1.4375357e-05;1.3599204e-06;1.4797844e-06;6.6426655e-06;1.0275453e-06;6.102349e-05;6.632826e-05;1.313145e-06;7.5214797e-07;8.781669e-07;2.52435e-06
