;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
greatly;1.9227587e-06;0.0020975962;4.390388e-06;3.3763943e-06;2.5636233e-05;1.8335297e-06;5.917017e-05;3.2573163e-05;0.00038194246;6.982728e-05;3.833327e-06;2.0187038e-06;0.00021047324;1.3707286e-05;4.754335e-06;0.00017358309;0.0003041641
adjustment;1.118859e-06;2.290068e-06;2.20063e-06;1.3662236e-06;1.0814667e-06;0.00012602544;4.10579e-06;1.2600018e-05;9.982548e-05;5.2506584e-05;2.3653047e-06;0.0001258572;1.8295844e-06;5.9366275e-06;5.1931097e-06;8.052203e-05;4.286537e-05
opponent;0.00024643698;1.6052733e-06;1.2112329e-06;4.780747e-05;4.3343574e-05;0.00011822183;3.2806376e-05;2.187016e-06;2.418994e-06;1.2452789e-06;7.0629167e-06;7.264832e-06;4.9766327e-06;0.00012942227;6.173908e-05;1.3637406e-06;7.2149805e-07
withhis;5.9398076e-07;1.0694761e-06;6.073779e-07;1.8317274e-06;3.8529273e-05;4.082114e-06;4.523339e-06;9.927192e-07;1.5091912e-06;1.3960422e-06;1.2822991e-05;1.7015087e-05;1.342426e-06;9.717511e-07;1.6210084e-06;7.049629e-07;9.2841987e-07
renounce;8.2675996e-07;2.2712911e-06;7.582788e-07;8.8306195e-05;2.3600262e-05;9.2704835e-07;6.679929e-07;9.3939565e-07;1.2570621e-06;9.737212e-07;1.5287847e-06;9.086966e-07;1.363652e-06;1.9528616e-05;2.573377e-06;8.104197e-07;6.858763e-07
standardized;1.0331494e-06;2.7509084e-06;2.5223311e-05;7.973498e-07;7.945321e-07;9.475631e-07;5.832486e-07;1.1948323e-06;8.93316e-06;3.16113e-06;5.463556e-07;8.128928e-07;1.145319e-06;1.0723785e-06;1.1432531e-06;2.9958635e-05;4.6724085e-06
brush;1.409754e-06;4.6484865e-06;7.431516e-05;3.917041e-05;3.2490277e-06;1.5569293e-06;3.944249e-05;1.7963193e-06;3.9902803e-05;1.9258785e-06;2.6045163e-06;2.2221313e-06;2.186948e-06;1.805585e-05;2.6229065e-06;1.00166e-05;1.4686997e-06
gregory;1.0767928e-06;0.0006569448;4.5714085e-05;1.7916298e-06;4.3399723e-05;1.3956703e-05;2.315062e-06;3.7123133e-05;3.442659e-06;2.084247e-06;1.5238618e-06;1.3195747e-06;0.00018972966;1.3828594e-06;2.0434036e-06;1.7012652e-06;0.00015278166
steam;9.362585e-07;1.737647e-06;1.1148113e-06;4.0532113e-06;1.0401764e-06;8.024867e-06;7.058574e-07;3.0008317e-05;3.405552e-05;0.00043454726;4.4086373e-06;1.1332761e-06;1.3241848e-06;7.9373757e-07;1.3565918e-06;9.552776e-07;1.2250024e-06
badly;8.6580185e-05;1.7648999e-06;1.5623e-06;2.4571252e-06;1.407633e-05;9.582711e-05;0.00020269876;6.0620896e-05;3.3210026e-06;3.4332843e-05;6.798981e-05;0.00028128063;2.9584469e-06;4.0757357e-05;1.1470624e-05;3.2745418e-05;9.218157e-06
david;0.0029928975;0.0050881915;0.0008031524;0.00046849958;0.0013126985;0.0019146048;0.0028780932;0.00061812205;0.002632542;0.00051258417;3.68859e-05;0.0005598387;0.00034443362;0.0007140748;0.0008651676;0.00042784002;0.0007386802
lourde;6.6737147e-07;9.4811617e-07;6.815388e-07;1.5539503e-06;0.00012281416;8.2824425e-07;7.1949984e-07;9.602761e-07;1.7685785e-05;7.451688e-07;7.266281e-07;8.088646e-07;9.756601e-07;8.159525e-07;1.618679e-06;5.7683644e-07;6.542861e-07
connecticut;2.5225543e-06;1.6863486e-06;1.3235696e-05;1.3401256e-06;9.983092e-07;8.128666e-06;1.2283645e-06;9.290356e-06;3.8268387e-05;2.1349037e-05;1.2432761e-06;1.5818785e-05;1.5492794e-06;3.6250116e-05;3.7411828e-05;1.2241104e-06;9.809416e-07
energia;6.8244884e-07;9.733541e-07;6.4517747e-07;7.3193564e-07;6.9770294e-07;8.1945177e-07;5.4698046e-07;0.00012097441;1.2626069e-06;8.325796e-07;2.9194038e-07;7.0135775e-07;1.0015643e-06;6.9879354e-07;1.1851761e-06;5.643189e-07;6.861164e-07
middle;8.467189e-05;3.9685942e-06;5.242811e-06;0.00021592151;0.00017243325;0.00028459213;4.8535985e-05;6.672364e-05;1.5433483e-05;0.0002666875;0.00020038545;0.00027102372;0.0004585271;0.0009446652;0.00019854773;6.1642255e-05;0.00011104178
asic;6.165095e-05;1.4265007e-06;7.959648e-07;5.9796474e-07;6.48636e-07;8.380832e-07;5.111193e-07;9.618307e-07;1.0981453e-06;9.723394e-07;5.0501546e-07;4.5623423e-07;1.2785451e-06;7.446363e-07;1.2696084e-06;8.45978e-07;5.179725e-05
tokyo;8.6075505e-07;1.5909645e-05;0.00021122117;8.745073e-07;9.2034276e-07;2.9512123e-06;8.573984e-07;2.1311558e-05;1.8186967e-06;1.3599326e-06;4.030591e-07;9.958057e-05;1.3839868e-06;1.3173546e-06;1.6547355e-06;3.608661e-06;1.6457758e-06
testimony;1.2090773e-06;7.40986e-07;1.0558567e-06;0.000109859175;0.00024340025;2.0243615e-06;0.00015391114;2.4276123e-06;5.6570225e-06;8.571787e-07;2.9954765e-06;9.1609705e-05;3.6142435e-05;6.461771e-05;6.2878986e-05;1.1806919e-06;7.306283e-07
matter;0.0006127078;4.5418005e-06;8.912875e-06;0.0028425667;0.0012172549;0.0004700901;0.00096216303;0.00077917014;0.0003926314;0.0003225466;0.0012837301;0.0005764026;0.00019814368;0.00041481017;0.0008129924;0.00012648664;0.00011693036
telecommunication;0.00033042076;2.5614083e-06;9.673335e-06;8.4415774e-07;7.410687e-07;8.442997e-07;6.495808e-07;9.350916e-05;1.681641e-06;1.240805e-06;3.709661e-07;8.893914e-07;1.4398902e-06;1.0517542e-06;2.2224935e-06;3.4923678e-06;8.914182e-07
idle;8.0109756e-05;1.8766757e-06;2.424954e-06;4.194976e-05;9.064087e-05;0.00039032224;4.402094e-06;2.3577877e-06;2.3360246e-06;0.00033624953;3.7216862e-06;1.7209286e-06;2.040389e-06;1.4226514e-06;2.5995703e-06;0.00016594619;9.0888934e-05
diving;9.0802166e-07;1.431225e-06;6.0986918e-06;1.1007761e-06;9.56432e-07;1.669405e-05;8.418676e-07;6.260727e-05;2.139232e-06;1.5176297e-06;6.7097576e-06;1.7066066e-06;1.6344158e-06;1.0922666e-05;2.038168e-06;9.6594e-07;9.553931e-07
timmon;6.505982e-07;9.694058e-07;5.4608654e-07;0.00032546907;1.3370401e-06;8.5083883e-07;5.554527e-07;8.046104e-07;8.706584e-07;7.223291e-07;1.0281948e-06;5.0290936e-07;1.0603495e-06;7.8582985e-07;1.2496604e-06;6.235846e-07;5.5717703e-07
province;1.4547222e-06;1.407121e-06;1.2643411e-06;1.380601e-06;1.0408809e-06;3.827546e-06;1.4710026e-06;1.4449972e-06;2.2576713e-05;5.1245657e-05;1.8409193e-06;1.4358752e-06;1.7872328e-06;0.00026615904;0.00021039217;1.1920716e-06;9.164665e-07
oscar;9.976957e-07;4.594908e-06;1.3487148e-06;1.1142414e-06;1.7372342e-06;0.00013985591;8.676094e-07;1.6250098e-05;1.6943002e-06;1.5241129e-06;1.2432914e-06;1.2715145e-06;1.3012232e-06;9.3789527e-07;6.3031753e-06;1.0666073e-06;5.2932974e-06
lehigh;1.1151371e-06;0.00055640383;1.7531822e-06;1.0717466e-06;8.742146e-07;6.187287e-05;9.445006e-06;3.3228011e-06;0.00015947128;0.00034320584;2.4207175e-06;1.5027722e-06;2.9641712e-06;2.1016344e-06;2.7761146e-06;1.2353607e-06;0.00010034181
impress;1.1663589e-06;1.2566705e-05;1.0084212e-05;1.44164005e-05;2.1279131e-06;2.0570686e-05;9.746593e-06;1.6358933e-06;3.2171738e-05;2.6740447e-05;3.9983115e-05;1.6114122e-06;2.6210562e-06;3.2856963e-06;2.079071e-06;6.8278264e-06;5.9639828e-05
champ;5.116466e-07;1.8521446e-06;8.6706416e-07;6.5180836e-07;6.1813466e-07;0.00031289287;5.037915e-07;7.804675e-07;8.497341e-07;8.47391e-07;5.430279e-07;5.41789e-07;7.504669e-07;6.497404e-07;9.035471e-07;6.0671584e-07;4.883388e-06
theserial;9.18197e-05;1.2502036e-06;7.365994e-07;6.0844803e-07;6.295861e-07;8.3618244e-07;5.470483e-07;9.346551e-07;1.1329425e-06;1.0635488e-06;4.8341775e-07;4.856218e-07;9.672665e-07;7.770666e-07;1.2903585e-06;7.298311e-07;6.6077973e-06
sheffield;7.4932973e-07;1.2943204e-06;9.614262e-07;7.078518e-07;6.8684346e-07;0.00020190144;5.4332867e-07;8.5311774e-07;9.591987e-07;8.883919e-07;5.1572107e-07;7.6979364e-07;8.3638673e-07;9.3823525e-07;9.4423365e-07;5.062446e-05;8.612157e-07
sarto;5.183802e-07;8.6342357e-07;5.748427e-07;1.3367239e-06;0.000112590606;7.7869447e-07;5.1807024e-07;7.4921445e-07;9.303028e-07;6.744834e-07;5.1876066e-07;5.351579e-07;8.3616345e-07;6.653401e-07;1.034445e-06;5.166105e-07;6.5036187e-07
treasury;2.5699495e-05;1.1325377e-06;9.073289e-07;1.7911069e-06;3.23889e-05;1.2056205e-06;0.00016486709;1.5777323e-06;1.6597952e-06;9.636651e-06;1.4607575e-06;5.8274756e-05;1.6523779e-06;1.3943409e-06;3.0826428e-05;9.264803e-07;8.383376e-07
crony;8.6914656e-07;1.2317591e-06;1.487434e-06;1.0025224e-06;9.570716e-07;1.0418175e-06;1.0407973e-05;1.3756777e-06;1.4001424e-06;2.0095436e-06;8.7840544e-07;1.4256743e-05;1.4286665e-05;3.7317895e-05;1.2168056e-05;1.2051496e-06;8.9671653e-07
velocity;1.1598986e-06;5.52654e-06;1.8486945e-06;1.3674136e-06;7.80938e-07;1.1915439e-06;3.1411244e-05;0.0006549218;3.833348e-06;5.1608486e-06;4.944373e-07;1.4641813e-06;1.2448478e-06;9.346184e-07;1.9700683e-06;1.2319183e-06;3.1443087e-05
easily;0.0006539172;6.665568e-06;0.0004775134;0.000512678;1.8802111e-05;0.0002503519;0.00018349223;0.00015282125;0.00020583151;0.00034958386;0.00038578533;4.2532624e-06;2.8904093e-05;0.00010012067;0.00015243099;0.0002519092;0.00018741617
honesty;9.932598e-06;1.1835855e-06;6.9659336e-07;4.2753283e-05;4.234576e-05;1.537988e-06;1.398547e-06;1.12273e-06;2.1341746e-06;2.582166e-06;8.036321e-05;2.3777593e-06;1.6405254e-05;1.2410126e-05;5.8007327e-06;1.1117426e-06;1.2994448e-06
nurse;8.911726e-07;1.1272416e-06;7.624353e-07;1.6962323e-06;1.1629619e-06;1.4789445e-06;1.1520085e-06;1.5837126e-06;0.00020422929;4.7233193e-06;1.7842929e-05;8.521429e-05;1.7603836e-06;1.2048661e-05;2.0970308e-05;9.735606e-07;1.0319865e-06
alarm;1.3777225e-06;2.1287112e-06;1.6841451e-06;5.8317723e-06;8.196294e-06;2.0509644e-06;1.7192336e-06;2.6545017e-06;2.450137e-06;0.0007544508;8.120658e-06;2.2450502e-05;3.4614345e-06;1.7943552e-06;9.509821e-06;3.0508365e-05;1.8255964e-06
brunel;1.0290402e-06;0.0005630962;4.1875657e-05;1.2912615e-06;3.019441e-05;1.0200916e-06;5.662455e-07;1.1282424e-05;1.5776898e-06;1.2478741e-06;6.0716457e-07;6.8737853e-07;1.5868502e-06;8.002087e-07;1.3610925e-06;1.0238775e-06;1.4989189e-06
bark;9.466555e-07;1.2387898e-06;9.18986e-07;1.1652154e-06;9.076542e-07;5.9231365e-06;3.049093e-06;4.2478487e-06;0.00010652312;5.9231465e-06;2.3294026e-06;2.932836e-06;1.4556368e-06;5.155801e-05;1.9858908e-06;9.597529e-07;9.260253e-07
gaia;6.219714e-07;1.2843311e-06;6.6896183e-07;6.62484e-07;6.190585e-07;1.0130069e-06;5.1097896e-07;1.0604057e-06;1.2557465e-06;0.00015334008;8.990253e-07;5.2287015e-07;8.7240267e-07;5.9111824e-07;8.6533385e-07;5.8491315e-07;7.901113e-07
mcdowell;8.947177e-07;3.342572e-05;2.0402192e-06;0.00011013947;1.767107e-05;1.106995e-06;6.525145e-07;3.504721e-05;1.5217881e-06;1.1067947e-06;9.664341e-07;8.2357224e-07;1.420032e-06;8.9727894e-07;1.6249971e-06;9.029115e-07;9.266737e-07
kilroy;8.4601896e-07;1.4751184e-06;1.0945359e-05;0.00016697278;1.9115383e-05;9.587893e-07;6.691667e-07;1.6188544e-05;1.5979763e-06;9.394248e-07;1.0732724e-06;8.7217734e-07;1.343361e-06;1.0213704e-06;1.8363862e-06;8.7223975e-07;7.8712554e-07
conductor;7.0106813e-07;1.8329316e-06;1.2052893e-06;1.5422852e-06;1.1865802e-06;2.4789824e-06;8.865906e-07;1.530981e-05;1.9417153e-06;0.00085948186;1.1122197e-06;5.4227854e-05;2.6123519e-06;1.0521434e-06;1.3454764e-06;1.6266223e-06;2.7113792e-06
cheese;3.9751467e-05;1.1951048e-06;1.0368042e-06;7.055577e-06;1.4241598e-06;3.2736396e-05;5.4475608e-05;2.8883178e-06;8.923407e-05;1.4014632e-06;2.6725713e-06;1.1000659e-05;1.8412701e-06;1.137487e-05;3.0898996e-06;1.1912671e-06;2.1620153e-06
necessaryto;2.1327617e-06;1.2663479e-06;9.068522e-07;2.4565468e-06;1.2039623e-05;1.1911657e-06;1.1971296e-06;1.2890395e-06;1.4189036e-06;8.622242e-07;1.2695858e-06;7.991057e-07;1.4173112e-06;9.784839e-07;5.619357e-05;6.7020153e-07;5.9968306e-06
theyhave;4.416756e-05;2.0073437e-06;1.2366203e-06;5.0136354e-05;1.3495207e-05;3.6809715e-06;1.9824987e-05;3.495175e-06;5.4764105e-06;2.5913516e-05;6.953204e-05;2.4830292e-06;4.813831e-06;1.7439945e-05;6.52593e-05;1.3569194e-06;3.274346e-05
intrinsic;1.6982855e-06;4.05437e-06;3.720169e-06;1.232886e-06;2.8774634e-06;9.462771e-07;6.472637e-07;1.8706861e-06;1.2041722e-06;1.1103109e-06;5.348559e-07;1.1395066e-06;2.1207465e-05;1.4286759e-06;1.5139866e-06;0.0005258905;1.6020406e-06
coordination;1.2789939e-06;1.6281845e-06;6.503763e-05;1.0167872e-06;8.6578666e-07;2.0559417e-05;9.0456695e-07;1.5008968e-05;1.4677524e-06;1.0273517e-06;4.9562743e-07;1.3270724e-06;1.2396836e-06;1.7952376e-05;1.4512104e-05;3.945757e-06;9.153974e-07
documentary;9.57565e-07;1.3382203e-06;9.178605e-07;1.9404272e-06;1.5221337e-06;1.1911962e-06;0.00028658568;1.055765e-06;1.3745614e-06;9.485805e-07;7.821407e-07;1.4786699e-06;1.4630576e-06;6.6963476e-05;9.888791e-06;8.952214e-07;8.148719e-07
exploration;1.4057869e-06;2.2097001e-06;3.7907565e-05;4.261667e-05;1.3439485e-06;8.771436e-07;6.68974e-07;0.0010413768;2.078842e-06;1.2623224e-06;3.35413e-07;1.6074354e-06;1.4825005e-06;2.9629546e-06;2.173736e-06;4.428788e-05;1.2099124e-06
thatmatter;9.199553e-06;1.4097725e-06;9.5270155e-07;7.7870016e-07;7.241172e-07;3.4177134e-05;6.215954e-07;5.8404244e-06;1.342374e-06;6.587506e-06;1.0536171e-06;6.906976e-07;1.0546665e-06;7.816152e-07;1.2374334e-06;1.115933e-06;3.2708128e-06
yesterday;1.1653393e-06;1.7976716e-06;1.7413647e-06;1.8300686e-06;1.4042923e-06;0.000570756;0.00039804954;0.000129543;5.802624e-06;4.847334e-06;4.485667e-06;0.0017013561;2.8582676e-06;0.00021623584;5.7384414e-06;2.3210978e-06;5.0379756e-05
democratic;1.3654908e-06;8.1860264e-07;8.974546e-07;1.3769836e-06;1.0048781e-06;9.60366e-07;8.548172e-06;1.6300394e-06;2.6428704e-06;6.96783e-07;1.4054011e-06;9.146148e-05;8.14982e-06;0.000100278055;0.00064758677;8.8644373e-07;6.5049835e-07
kingdom;1.9425443e-06;2.2713346e-06;8.885442e-05;7.523007e-05;0.0009014308;1.1531055e-06;1.5474955e-06;4.9672713e-06;2.0751844e-05;1.4989678e-06;2.9335915e-06;2.4054366e-06;2.2093955e-06;5.865492e-05;9.4653005e-05;1.9663286e-05;1.5345468e-06
monosodium;6.5190125e-07;1.0039012e-06;6.7555555e-07;7.2275185e-07;6.720694e-07;7.7765696e-07;4.863303e-07;9.848256e-07;0.00011565838;7.381376e-07;5.031977e-07;6.21812e-07;8.8704235e-07;6.5924195e-07;1.1246724e-06;5.049162e-07;6.394295e-07
highway;1.7676106e-06;2.474943e-06;3.6225814e-05;1.8310445e-06;1.9328659e-06;3.0983115e-06;2.4690473e-06;2.462042e-06;5.07901e-05;0.00064712414;0.00012284235;9.373666e-05;2.1889073e-06;5.8959813e-06;8.5417894e-05;1.9132674e-06;3.1074545e-05
accomplishment;1.1705241e-06;1.3041112e-06;1.2296935e-06;1.9912113e-06;1.0406208e-06;5.3151143e-05;1.0757981e-06;2.2153404e-06;1.3368767e-05;1.2751673e-06;3.3057008e-06;6.5986766e-05;1.6849297e-06;1.2069258e-06;2.633363e-06;7.541943e-07;8.4779106e-07
tendency;2.5766947e-06;1.8347785e-06;9.2397937e-07;7.907164e-05;0.00011512336;6.8214945e-06;1.2836053e-06;1.56585e-06;2.7362203e-05;5.1929046e-06;3.0354595e-05;2.2305476e-06;1.1325273e-05;4.1906087e-06;2.8710505e-05;1.1006266e-06;9.328303e-06
suspicious;3.5818808e-05;1.8782354e-06;3.8004428e-06;2.339631e-06;2.7612023e-05;1.3582978e-06;4.2931475e-05;2.0163613e-06;1.3417119e-05;3.725519e-05;4.6963232e-06;3.5777604e-05;2.3530076e-05;1.4892378e-06;1.7664008e-05;5.7322345e-06;2.3304096e-05
affiliate;1.5413714e-06;6.7937685e-06;5.906462e-05;1.4531618e-06;5.1343195e-06;5.3605494e-05;2.2715503e-05;1.3523196e-06;2.8252869e-06;1.2795174e-06;1.8289079e-06;1.4997385e-05;9.112301e-06;3.6678928e-05;8.820106e-06;8.748644e-06;1.2340098e-06
philly;6.2094375e-07;1.517781e-06;7.3530873e-07;7.02216e-07;6.6509085e-07;0.00038483893;5.730868e-07;1.0233157e-06;7.085671e-06;1.4686299e-05;9.687751e-07;7.11157e-07;8.2961526e-07;6.6558255e-07;9.605504e-07;6.4852685e-07;4.6678565e-06
belly;7.601188e-07;9.628053e-07;1.0218598e-06;9.636401e-07;9.0727343e-07;1.0317973e-06;8.367384e-07;3.1813204e-05;5.138965e-06;3.8869307e-06;7.320073e-07;3.587101e-05;1.2204362e-06;3.6144538e-05;1.6167813e-06;9.477848e-07;8.697659e-07
conditt;5.4078436e-07;9.971085e-07;5.733601e-07;1.1133949e-06;5.9367587e-05;7.8469554e-07;5.23331e-07;7.277942e-07;9.801352e-07;6.982105e-07;6.0454374e-07;5.0088136e-07;9.4857046e-07;6.2336005e-07;1.0327111e-06;5.1150806e-07;6.4059043e-07
anti;3.2126284e-06;2.0304576e-06;7.5297765e-05;0.00019507826;0.00012069905;2.9344494e-06;0.00039080105;0.00032798658;0.0011730419;1.2333259e-05;4.4972727e-05;0.00044061715;0.0003443582;0.0023168358;0.0010256405;4.349295e-06;3.06129e-06
socialist;1.4521054e-06;7.884867e-07;9.3468634e-07;1.4904299e-06;1.6191677e-06;1.1596574e-06;0.0003650133;1.648488e-06;3.8277967e-06;7.822853e-07;1.6220449e-06;1.244051e-05;7.456383e-06;4.866294e-05;0.00051767257;9.994682e-07;7.2997085e-07
catholic;8.6538495e-07;6.557108e-07;7.8115335e-07;1.669211e-05;0.0026028627;9.3318744e-07;1.0542701e-06;1.4406066e-06;1.5495106e-06;7.692271e-07;1.4016573e-06;2.14902e-06;1.2897384e-06;4.374359e-06;3.6580504e-06;1.0645881e-06;8.4737553e-07
thefederal;1.0264609e-05;9.757454e-07;6.5824827e-07;9.827344e-07;8.941867e-07;9.3745564e-07;0.00021094746;1.0871646e-06;1.1815539e-06;8.351052e-07;9.674881e-07;9.1973163e-07;1.4116147e-06;9.1154385e-07;4.3969823e-05;6.412042e-07;6.6660493e-07
make;0.004598336;9.898974e-05;0.0011347119;0.006551332;0.0043486506;0.004080305;0.004800357;0.0032821968;0.0023394292;0.0035265982;0.014247437;0.005825839;0.0048426627;0.0018522742;0.0048018573;0.0045787455;0.003160818
problem;0.00077021477;2.133761e-05;0.00030426675;0.001902896;0.0011447386;0.0003664555;0.0007574489;0.0016250456;0.0043776957;0.00325672;0.005330071;0.00079697964;0.00054208044;0.00048556685;0.0020660695;0.006618176;0.013024972
zariski;3.588959e-05;2.408305e-06;9.65737e-06;7.5957934e-07;7.2836144e-07;6.565325e-05;7.1796444e-07;1.0662366e-06;1.2271474e-06;9.598756e-07;5.7924444e-07;6.496553e-07;1.2970653e-06;8.3676923e-07;4.696078e-06;8.64312e-07;6.715161e-07
proverbial;8.248525e-07;1.0976074e-06;7.258223e-07;2.1903848e-05;1.7324546e-05;9.623758e-07;3.5919304e-05;1.0365194e-06;1.3212436e-06;8.2446695e-06;1.3471125e-06;8.597838e-07;1.678772e-06;7.756769e-07;4.2773227e-06;6.6587506e-07;7.6709154e-07
levy;2.6657552e-05;1.2935911e-06;1.2799306e-06;1.0107543e-06;7.914444e-07;1.4587857e-05;8.6732314e-07;0.00027346855;2.5487611e-06;5.4958537e-06;6.640411e-07;1.4621705e-06;1.3388002e-06;4.182265e-05;5.076434e-06;1.1026996e-06;9.1385516e-07
resolution;1.6318692e-06;8.927175e-06;0.00035350016;1.5039585e-06;2.0803654e-06;1.252354e-06;3.6502734e-06;0.0003786637;3.1016968e-06;2.227614e-06;8.260099e-07;0.00040024103;2.1403519e-06;0.00021118864;6.776458e-06;0.00034846397;0.0013272483
kaan;7.806561e-07;9.983455e-07;8.2789273e-07;2.68776e-06;2.3495579e-05;9.102489e-07;7.5484525e-07;9.3174134e-07;1.2925032e-06;8.021934e-07;8.638375e-07;1.144487e-06;0.00014653841;6.524219e-05;1.5964403e-06;9.543152e-07;7.9524426e-07
ofmy;1.18592125e-05;2.1470096e-05;1.6169535e-06;1.6161623e-06;1.2701051e-05;4.904006e-05;9.81811e-07;1.5687556e-06;2.2586059e-05;1.3410339e-06;1.4636356e-06;1.3600247e-06;2.1335063e-06;2.2897334e-06;5.3828094e-06;2.3549644e-06;1.172496e-06
gradually;4.562107e-06;1.2394078e-06;1.409997e-06;1.2124334e-06;1.077938e-06;1.2568504e-06;1.1006894e-06;0.00010489041;2.19619e-05;6.8958434e-05;1.1615439e-06;7.634252e-05;1.4483228e-06;3.6592662e-06;2.9924638e-06;2.1332737e-05;1.2040649e-06
adresse;7.1300803e-07;2.6565001e-05;1.2058078e-06;1.6001404e-06;5.3692997e-06;1.1238272e-06;6.5895625e-07;1.1779921e-06;2.2115487e-06;1.6742907e-06;2.462748e-06;8.949516e-07;1.3818913e-06;1.780805e-05;1.5404794e-06;9.782914e-07;4.9616126e-05
poke;1.3375686e-06;3.6122058e-06;7.716938e-06;4.5937053e-05;1.4528583e-06;9.919992e-07;6.489276e-07;1.2987754e-06;1.4168604e-06;2.706919e-05;1.4557567e-06;8.628263e-07;1.3014367e-06;9.531521e-07;1.3583331e-06;5.320956e-06;6.2272105e-05
elephant;8.7095505e-06;1.8185202e-06;1.8767367e-06;4.4101544e-05;1.2624976e-06;9.677497e-07;7.0230067e-07;1.3072409e-05;1.5646749e-06;1.9926572e-05;1.2964497e-06;8.9790956e-07;5.0981766e-05;8.8343035e-07;1.9215781e-06;1.2525622e-06;1.4675768e-06
refuse;7.022747e-05;3.2497778e-06;2.8827017e-06;7.150864e-05;0.0003342336;7.52819e-05;0.00017099219;5.026442e-06;7.193171e-05;4.753025e-05;6.6479326e-05;5.3980493e-05;0.00033971723;0.00048561042;0.0003119318;5.7268437e-05;0.00015708889
