;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
sheffield;1.0591283e-06;0.00032018035;6.454353e-07;8.4970736e-07;4.0431593e-07;9.945159e-07;1.5024917e-06;9.640445e-07;8.8663165e-07;9.190297e-07;5.882965e-05;3.9820887e-07;8.664896e-07;4.774262e-07;8.527301e-07;8.075588e-07;9.1250183e-07;1.2392077e-06;8.611435e-07;1.100064e-06;9.161944e-07;1.3470939e-06
sarto;8.4072485e-07;1.1163174e-06;8.151904e-07;1.0040848e-06;2.092714e-07;7.9299394e-07;8.9459854e-07;8.089512e-07;7.7408134e-07;1.1094455e-06;6.240697e-07;1.8774212e-07;1.039044e-06;2.9017133e-07;7.5901926e-07;1.4250828e-06;0.000106446554;6.80465e-07;8.29011e-07;5.5901484e-07;7.8925024e-07;7.803225e-07
treasury;2.9557217e-05;1.5268963e-06;2.0605119e-06;1.7767005e-06;6.5709304e-07;0.00010017231;1.2906494e-06;1.9365873e-05;1.9445895e-06;1.5874214e-06;9.258809e-07;6.263127e-07;1.267063e-06;3.737393e-07;5.0340404e-06;1.7936204e-06;2.5798701e-05;8.423876e-07;1.6120886e-06;9.103114e-07;0.00014963647;1.9225529e-06
crony;2.1972643e-05;1.5620639e-06;1.8660012e-05;0.00013153894;3.5238938e-07;2.4993637e-06;1.7654684e-06;1.208831e-06;1.2949856e-06;1.16935935e-05;6.2981906e-07;3.1121687e-07;1.1162017e-06;2.450021e-07;1.9199315e-06;1.8683029e-06;1.4205967e-06;8.6696633e-07;1.4328904e-06;1.7454253e-06;5.9214576e-06;2.5048598e-06
velocity;2.854614e-06;2.5414497e-06;1.0459828e-06;2.3056418e-06;5.223801e-07;2.0813181e-06;8.006952e-06;1.4031782e-06;5.612817e-07;1.9908637e-06;2.6887365e-06;6.6536745e-07;2.715278e-06;1.0043514e-06;1.8489916e-05;1.3398986e-06;1.2722384e-06;1.7574414e-05;4.6406303e-06;1.6293577e-06;1.6991622e-05;0.0006392954
easily;7.4128795e-05;0.0002045144;2.1942291e-05;4.6315683e-05;0.00031315468;1.1590833e-05;4.230807e-06;0.0006648397;0.0005745135;4.4103894e-05;0.0001574999;0.00025309031;0.00044353903;6.951713e-05;0.00041558573;0.00019254773;2.0108439e-05;0.00016089527;0.00018533146;0.0004427947;0.00019117862;0.00013813139
honesty;4.680477e-06;1.5197053e-06;2.3498953e-06;2.105448e-06;3.4674106e-06;7.4007007e-06;1.341386e-06;1.7978931e-05;1.8986422e-05;2.8595001e-05;1.1775819e-06;2.6113594e-06;3.183803e-05;1.7734527e-06;1.6734142e-06;6.0696406e-05;5.940326e-05;1.0470303e-06;1.8882523e-06;7.787978e-07;3.4931388e-06;1.4358789e-06
nurse;4.0475144e-05;1.7806847e-06;6.480891e-05;3.620952e-05;1.2006066e-06;3.868393e-06;1.5430323e-06;1.1921891e-06;5.04853e-06;2.135502e-06;4.4376358e-07;9.664906e-07;1.0980009e-06;4.49017e-07;2.056706e-06;2.1499175e-06;1.3966796e-06;8.758384e-07;0.00018310269;9.604724e-07;1.7914299e-06;1.7005169e-06
alarm;1.5120837e-05;1.8978408e-06;4.746358e-06;1.6888008e-06;2.8201357e-06;1.8860028e-05;3.0403285e-06;2.0525977e-06;6.3152625e-06;4.0714017e-06;3.294777e-05;2.7991175e-06;4.1767826e-06;1.7065362e-06;0.0007896189;3.5389132e-06;8.664754e-06;2.3324728e-06;2.0382693e-06;2.3480814e-06;2.85861e-06;3.2309495e-06
brunel;1.3467187e-06;1.4240927e-06;7.6258584e-07;1.5022196e-06;3.9622358e-07;1.1795187e-06;0.00059144164;1.7469713e-06;5.218113e-07;1.8451732e-06;1.630557e-06;5.159923e-07;2.5190145e-06;3.0058404e-06;1.3690898e-06;1.3783414e-06;2.9519828e-05;1.4739397e-06;1.2262684e-06;5.9719678e-05;7.999768e-07;3.8591484e-06
bark;1.949334e-06;5.0846716e-06;1.23686505e-05;9.2961236e-05;4.2954693e-07;2.0752452e-06;1.475014e-06;1.1314319e-06;1.0577431e-06;1.7808363e-06;4.6737048e-07;3.7119906e-07;1.293665e-06;3.3293506e-07;2.101253e-06;4.946829e-06;1.2475728e-06;8.328029e-07;8.31305e-05;9.787288e-07;2.3290456e-06;4.681609e-06
gaia;9.3001654e-07;1.1995483e-06;1.2250593e-06;7.04234e-07;3.9759155e-07;7.7211666e-07;1.4969881e-06;7.460102e-07;9.700659e-07;1.0869135e-06;6.256596e-07;4.1203907e-07;7.702456e-07;4.696489e-07;0.00014175764;6.720498e-07;8.128601e-07;8.5236695e-07;1.0919375e-06;6.6440583e-07;7.6469627e-07;1.5860978e-06
mcdowell;1.3338957e-06;1.6202484e-06;7.266486e-07;1.6917121e-06;4.8836273e-07;1.2857037e-06;4.790629e-05;1.0298573e-06;8.87729e-07;1.5976213e-06;8.656371e-07;5.3447826e-07;9.6387885e-05;1.403073e-06;1.3700616e-06;1.8215965e-06;1.7229218e-05;1.0287305e-06;1.5817826e-06;2.3853972e-06;1.0204583e-06;2.5325127e-05
kilroy;1.3490685e-06;1.4551805e-06;5.3646374e-07;1.507005e-06;3.1775642e-07;1.2571284e-06;1.7966598e-06;9.932427e-07;9.773647e-07;1.3954516e-06;1.2195293e-06;2.974984e-07;0.0001426427;3.8493397e-07;1.3230274e-06;1.5343243e-06;4.705869e-06;9.5220713e-07;1.3895655e-06;1.4712693e-05;8.98561e-07;2.1405685e-05
conductor;1.1485847e-06;2.0224675e-06;5.9171318e-05;7.080567e-06;9.996461e-07;1.3257372e-06;2.2049444e-06;7.2084157e-07;1.4054067e-06;2.2137854e-06;8.0049415e-07;1.1507203e-06;8.2663195e-07;1.1820999e-06;0.00038093762;7.9166887e-07;1.5578978e-06;1.9510967e-06;2.0918335e-06;7.9165375e-07;1.820276e-06;1.4122561e-05
cheese;2.7095357e-06;3.7626807e-05;1.000543e-05;4.2087304e-05;1.1633415e-06;2.7907452e-06;1.7514838e-06;5.0201463e-05;2.144678e-06;2.0048697e-06;8.419467e-07;1.0573046e-06;9.417015e-06;7.8522936e-07;1.1316399e-06;1.9027061e-06;1.929097e-06;2.5630884e-06;0.000106658284;1.1304037e-06;6.141414e-05;3.2346645e-06
necessaryto;5.3511638e-05;2.1632948e-06;9.757547e-07;1.5721912e-06;4.1911258e-07;1.679191e-06;1.6129594e-06;4.2409583e-06;1.7071964e-06;1.4108575e-06;8.9023695e-07;3.8575413e-07;2.081064e-06;3.2911024e-07;9.931089e-07;1.4408022e-06;1.0910109e-05;7.042971e-06;1.344421e-06;9.2383766e-07;1.731404e-06;1.4591167e-06
theyhave;5.195875e-05;5.009447e-06;1.0132789e-05;2.9959058e-06;2.3332435e-05;9.377273e-06;3.3726847e-06;2.6298541e-05;8.0584934e-05;3.3340534e-06;1.5121402e-06;1.9846237e-05;6.592229e-05;9.330492e-06;7.876254e-06;1.8069848e-05;1.4776315e-05;2.174136e-05;5.8872083e-06;1.0597165e-06;2.2767137e-05;4.8271063e-06
intrinsic;1.3269859e-06;1.3634403e-06;7.211182e-07;1.0985548e-06;4.798811e-07;9.804372e-07;2.6708467e-06;1.3237749e-06;1.4071609e-06;3.5408088e-05;0.0004895764;4.6430475e-07;1.2288457e-06;5.8152347e-07;1.4851214e-06;1.3473306e-06;3.8254775e-06;1.9220736e-06;1.2719705e-06;3.6895403e-06;1.1700315e-06;2.6602347e-06
coordination;3.5838275e-05;2.6276428e-05;1.0949268e-06;9.021556e-06;2.306772e-07;2.2022089e-06;1.8904997e-06;1.4750491e-06;7.0491734e-07;1.2599727e-06;5.114895e-06;2.1894982e-07;1.0735276e-06;2.0495557e-07;1.1806817e-06;2.9666485e-06;1.0685577e-06;1.0839065e-06;1.404143e-06;5.433034e-05;1.2445089e-06;1.6661183e-05
documentary;1.1513209e-05;1.7354967e-06;2.5814138e-06;4.2535623e-05;2.6778423e-07;2.1452922e-06;1.9368808e-06;1.4854702e-06;9.4789624e-07;1.9762467e-06;6.939264e-07;2.2223729e-07;3.1822e-06;1.7569157e-07;1.0703857e-06;9.785983e-05;2.5846118e-06;8.588506e-07;1.4054478e-06;9.003e-07;0.0003119626;1.7794397e-06
exploration;3.4813197e-06;1.9944302e-06;6.7966687e-07;9.4080715e-06;2.8720592e-07;3.0278263e-06;2.0109972e-06;1.8361767e-06;6.002003e-07;2.4118485e-06;4.5519704e-05;2.8870164e-07;4.384337e-05;2.9779935e-07;1.9345543e-06;1.7474872e-06;1.4866614e-06;1.4372895e-06;2.2261613e-06;3.985787e-05;1.2906767e-06;0.0011399536
thatmatter;1.3169229e-06;5.2050804e-05;9.697027e-07;1.0897751e-06;6.044616e-07;1.2660557e-06;2.298169e-06;8.582251e-06;1.0770901e-06;1.2915988e-06;1.631467e-06;6.4921153e-07;9.854692e-07;8.616881e-07;5.240318e-06;8.575367e-07;1.0034342e-06;3.2278285e-06;1.1532192e-06;1.3057056e-06;1.0903927e-06;4.8354045e-06
yesterday;8.62103e-06;0.00060358085;1.845384e-05;0.00024352722;2.4889937e-06;0.0023798037;2.361176e-06;5.20455e-06;2.016913e-06;2.37781e-06;1.664362e-06;2.5023737e-06;2.6073628e-06;2.2397749e-06;1.6670762e-06;0.00022259097;2.4564374e-06;4.0539955e-05;3.6550728e-06;2.825741e-06;0.00038741672;9.556992e-05
democratic;0.0005752102;1.4892119e-06;4.8726733e-06;0.00015496777;3.3457934e-07;0.00024817948;1.1881847e-06;2.8520878e-06;2.1198819e-06;4.086678e-06;6.791963e-07;2.5052975e-07;1.9623346e-06;8.742703e-08;9.602638e-07;9.1374546e-05;1.7939453e-06;6.281514e-07;2.1799788e-06;1.2972223e-06;2.3889366e-05;2.9154003e-06
kingdom;0.00014836677;2.1566784e-06;1.3399135e-06;4.1662634e-06;1.1138762e-06;5.181154e-06;3.1146815e-06;2.308669e-06;6.2117347e-06;2.3498567e-06;2.6712827e-05;8.1317074e-07;6.91882e-05;6.2100173e-07;2.1066705e-06;7.5581134e-05;0.0010196201;1.9239185e-06;1.3279472e-05;0.0001005807;1.9789215e-06;6.155837e-06
monosodium;1.0855681e-06;1.1864927e-06;6.910894e-07;8.2087973e-07;2.0657664e-07;1.0353398e-06;1.3555021e-06;8.949664e-07;6.964862e-07;1.2767412e-06;5.013642e-07;1.8875411e-07;7.6661e-07;1.9171033e-07;8.043699e-07;6.6998416e-07;8.444857e-07;7.702102e-07;0.000111795096;7.442213e-07;7.480008e-07;1.1627192e-06
highway;0.00017456755;2.6300609e-06;8.425964e-06;2.0673888e-06;3.878615e-06;0.00012707437;3.733998e-06;2.8433265e-06;1.07964415e-05;3.0477634e-06;2.346661e-06;3.9174874e-06;1.585033e-06;1.8808723e-06;0.0006077841;3.5426344e-06;1.8878838e-05;4.102354e-05;1.5561958e-05;3.4811514e-05;2.8379577e-06;3.224968e-06
accomplishment;2.663921e-06;5.4811175e-05;1.514977e-06;1.1175863e-06;7.3750834e-07;7.1798764e-05;1.4261806e-06;1.8194982e-06;2.0396915e-06;1.3156246e-06;7.534404e-07;6.913886e-07;2.159474e-06;5.795172e-07;9.4459676e-07;1.1810499e-06;1.1264864e-06;7.769435e-07;9.381754e-06;8.010573e-07;1.1906384e-06;2.417754e-06
tendency;2.9914984e-06;6.877179e-06;2.7586136e-06;2.0844104e-06;5.2845335e-06;2.8315264e-06;2.2998527e-06;1.8986746e-05;1.4094434e-05;1.07312735e-05;1.3859462e-06;4.4287476e-06;9.7044176e-05;4.151352e-06;7.168751e-06;3.0100347e-05;9.400063e-05;1.4496181e-05;2.0823534e-05;1.1312146e-06;1.8686766e-06;1.8924685e-06
